p2;A
52.4807;0.985128
52.9663;0.984966
53.4564;0.984803
53.9511;0.984638
54.4503;0.984472
54.9541;0.984304
55.4626;0.984135
55.9758;0.983966
56.4937;0.983794
57.0164;0.983622
57.544;0.983448
58.0764;0.983273
58.6138;0.983097
59.1562;0.98292
59.7035;0.982741
60.256;0.982561
60.8135;0.98238
61.3762;0.982198
61.9441;0.982015
62.5173;0.981831
63.0957;0.981645
63.6796;0.981459
64.2688;0.981271
64.8634;0.981083
65.4636;0.980894
66.0693;0.980703
66.6807;0.980512
67.2977;0.98032
67.9204;0.980128
68.5488;0.979934
69.1831;0.97974
69.8232;0.979545
70.4693;0.979349
71.1214;0.979153
71.7794;0.978957
72.4436;0.97876
73.1139;0.978562
73.7904;0.978364
74.4732;0.978166
75.1623;0.977968
75.8578;0.977769
76.5597;0.97757
77.2681;0.977371
77.983;0.977172
78.7046;0.976973
79.4328;0.976774
80.1678;0.976576
80.9096;0.976377
81.6582;0.976179
82.4138;0.975981
83.1764;0.975783
83.946;0.975586
84.7227;0.975389
85.5067;0.975192
86.2979;0.974997
87.0964;0.974802
87.9023;0.974607
88.7156;0.974414
89.5365;0.974221
90.3649;0.974029
91.2011;0.973838
92.045;0.973648
92.8966;0.973459
93.7562;0.973271
94.6237;0.973085
95.4993;0.972899
96.3829;0.972715
97.2747;0.972532
98.1748;0.97235
99.0832;0.97217
100;0.971991
100.925;0.971814
101.859;0.971638
102.802;0.971464
103.753;0.971292
104.713;0.971121
105.682;0.970951
106.66;0.970784
107.647;0.970618
108.643;0.970454
109.648;0.970292
110.662;0.970132
111.686;0.969973
112.72;0.969817
113.763;0.969662
114.815;0.96951
115.878;0.969359
116.95;0.969211
118.032;0.969064
119.124;0.968919
120.226;0.968777
121.339;0.968636
122.462;0.968498
123.595;0.968362
124.738;0.968227
125.893;0.968095
127.057;0.967965
128.233;0.967837
129.42;0.967712
130.617;0.967588
131.826;0.967466
133.045;0.967347
134.276;0.967229
135.519;0.967114
136.773;0.967
138.038;0.966889
139.316;0.96678
140.605;0.966672
141.906;0.966567
143.219;0.966464
144.544;0.966363
145.881;0.966263
147.231;0.966166
148.594;0.966071
149.968;0.965977
151.356;0.965885
152.757;0.965796
154.17;0.965708
155.597;0.965621
157.036;0.965537
158.489;0.965454
159.956;0.965373
161.436;0.965294
162.93;0.965216
164.437;0.96514
165.959;0.965065
167.494;0.964992
169.044;0.964921
170.608;0.964851
172.187;0.964782
173.78;0.964715
175.388;0.964649
177.011;0.964585
178.649;0.964521
180.302;0.96446
181.97;0.964399
183.654;0.96434
185.353;0.964281
187.068;0.964224
188.799;0.964168
190.546;0.964113
192.309;0.964059
194.089;0.964007
195.884;0.963955
197.697;0.963904
199.526;0.963854
201.372;0.963804
203.236;0.963756
205.116;0.963708
207.014;0.963662
208.93;0.963616
210.863;0.96357
212.814;0.963526
214.783;0.963482
216.77;0.963439
218.776;0.963396
220.8;0.963354
222.844;0.963312
224.905;0.963271
226.986;0.963231
229.087;0.963191
231.206;0.963151
233.346;0.963112
235.505;0.963074
237.684;0.963036
239.883;0.962998
242.103;0.96296
244.343;0.962923
246.604;0.962886
248.886;0.96285
251.189;0.962814
253.513;0.962778
255.859;0.962742
258.226;0.962707
260.615;0.962672
263.027;0.962637
265.461;0.962602
267.917;0.962568
270.396;0.962533
272.898;0.962499
275.423;0.962465
277.971;0.962431
280.543;0.962398
283.139;0.962364
285.759;0.962331
288.403;0.962298
291.072;0.962264
293.765;0.962231
296.483;0.962198
299.226;0.962166
301.995;0.962133
304.789;0.9621
307.61;0.962068
310.456;0.962035
313.329;0.962003
316.228;0.961971
319.154;0.961938
322.107;0.961906
325.087;0.961874
328.095;0.961842
331.131;0.96181
334.195;0.961778
337.287;0.961746
340.408;0.961714
343.558;0.961682
346.737;0.96165
349.945;0.961618
353.183;0.961587
356.451;0.961555
359.749;0.961523
363.078;0.961491
366.438;0.96146
369.828;0.961428
373.25;0.961397
376.704;0.961365
380.189;0.961334
383.707;0.961302
387.258;0.961271
390.841;0.961239
394.457;0.961208
398.107;0.961176
401.791;0.961145
405.509;0.961114
409.261;0.961082
413.048;0.961051
416.869;0.96102
420.727;0.960989
424.62;0.960957
428.549;0.960926
432.514;0.960895
436.516;0.960864
440.555;0.960833
444.631;0.960802
448.745;0.960771
452.898;0.96074
457.088;0.960709
461.318;0.960677
465.586;0.960646
469.894;0.960615
474.242;0.960585
478.63;0.960554
483.059;0.960523
487.528;0.960492
492.04;0.960461
496.592;0.96043
501.187;0.960399
505.825;0.960368
510.505;0.960337
515.229;0.960307
519.996;0.960276
524.807;0.960245
529.663;0.960214
534.564;0.960183
539.511;0.960153
544.503;0.960122
549.541;0.960091
554.626;0.960061
559.758;0.96003
564.937;0.959999
570.164;0.959968
575.44;0.959938
580.764;0.959907
586.138;0.959877
591.562;0.959846
597.035;0.959815
602.56;0.959785
608.135;0.959754
613.762;0.959723
619.441;0.959693
625.173;0.959662
630.957;0.959631
636.796;0.959601
642.688;0.95957
648.634;0.95954
654.636;0.959509
660.693;0.959478
666.807;0.959448
672.977;0.959417
679.204;0.959386
685.488;0.959355
691.831;0.959325
698.232;0.959294
704.693;0.959263
711.214;0.959233
717.794;0.959202
724.436;0.959171
731.139;0.95914
737.904;0.959109
744.732;0.959078
751.623;0.959047
758.578;0.959016
765.597;0.958986
772.681;0.958955
779.83;0.958924
787.046;0.958893
794.328;0.958862
801.678;0.95883
809.096;0.958799
816.582;0.958768
824.138;0.958738
831.764;0.958707
839.46;0.958676
847.227;0.958645
855.067;0.958615
862.979;0.958584
870.964;0.958554
879.023;0.958525
887.156;0.958495
895.365;0.958466
903.649;0.958438
912.011;0.95841
920.45;0.958382
928.966;0.958355
937.562;0.958329
946.237;0.958304
954.993;0.958279
963.829;0.958255
972.747;0.958231
981.748;0.958208
990.832;0.958185
1000;0.958163
