p2;M
0.0205116;0.55302
0.020893;0.552862
0.0212814;0.5527
0.021677;0.552533
0.02208;0.552362
0.0224905;0.552185
0.0229087;0.552004
0.0233346;0.551817
0.0237684;0.551625
0.0242103;0.551429
0.0246604;0.551227
0.0251189;0.551019
0.0255859;0.550807
0.0260615;0.550588
0.0265461;0.550365
0.0270396;0.550135
0.0275423;0.5499
0.0280543;0.549659
0.0285759;0.549413
0.0291072;0.54916
0.0296483;0.548901
0.0301995;0.548636
0.030761;0.548365
0.0313329;0.548088
0.0319154;0.547804
0.0325087;0.547514
0.0331131;0.547217
0.0337287;0.546913
0.0343558;0.546602
0.0349945;0.546285
0.0356451;0.54596
0.0363078;0.545629
0.0369828;0.54529
0.0376704;0.544944
0.0383707;0.54459
0.0390841;0.544229
0.0398107;0.54386
0.0405509;0.543483
0.0413048;0.543099
0.0420727;0.542706
0.0428549;0.542306
0.0436516;0.541897
0.0444631;0.54148
0.0452898;0.541054
0.0461318;0.54062
0.0469894;0.540177
0.047863;0.539725
0.0487528;0.539264
0.0496592;0.538794
0.0505825;0.538315
0.0515229;0.537826
0.0524807;0.537328
0.0534564;0.53682
0.0544503;0.536303
0.0554626;0.535775
0.0564937;0.535237
0.057544;0.534689
0.0586138;0.534131
0.0597035;0.533561
0.0608135;0.532982
0.0619441;0.532391
0.0630957;0.531789
0.0642688;0.531176
0.0654636;0.530552
0.0666807;0.529916
0.0679204;0.529268
0.0691831;0.528609
0.0704693;0.527937
0.0717794;0.527253
0.0731139;0.526557
0.0744732;0.525848
0.0758578;0.525127
0.0772681;0.524392
0.0787046;0.523644
0.0801678;0.522883
0.0816582;0.522109
0.0831764;0.52132
0.0847227;0.520518
0.0862979;0.519702
0.0879023;0.518872
0.0895365;0.518026
0.0912011;0.517167
0.0928966;0.516292
0.0946237;0.515402
0.0963829;0.514497
0.0981748;0.513577
0.1;0.512641
0.101859;0.511688
0.103753;0.51072
0.105682;0.509735
0.107647;0.508734
0.109648;0.507716
0.111686;0.506681
0.113763;0.505629
0.115878;0.504559
0.118032;0.503472
0.120226;0.502366
0.122462;0.501243
0.124738;0.500101
0.127057;0.498941
0.12942;0.497761
0.131826;0.496563
0.134276;0.495346
0.136773;0.494109
0.139316;0.492852
0.141906;0.491576
0.144544;0.490279
0.147231;0.488962
0.149968;0.487624
0.152757;0.486265
0.155597;0.484885
0.158489;0.483484
0.161436;0.482061
0.164437;0.480616
0.167494;0.47915
0.170608;0.477661
0.17378;0.476149
0.177011;0.474615
0.180302;0.473058
0.183654;0.471478
0.187068;0.469874
0.190546;0.468246
0.194089;0.466595
0.197697;0.46492
0.201372;0.463221
0.205116;0.461497
0.20893;0.459749
0.212814;0.457976
0.21677;0.456178
0.2208;0.454355
0.224905;0.452507
0.229087;0.450634
0.233346;0.448735
0.237684;0.44681
0.242103;0.44486
0.246604;0.442883
0.251189;0.440881
0.255859;0.438852
0.260615;0.436796
0.265461;0.434714
0.270396;0.432605
0.275423;0.43047
0.280543;0.428307
0.285759;0.426117
0.291072;0.4239
0.296483;0.421655
0.301995;0.419383
0.30761;0.417083
0.313329;0.414756
0.319154;0.4124
0.325087;0.410017
0.331131;0.407606
0.337287;0.405167
0.343558;0.402699
0.349945;0.400204
0.356451;0.39768
0.363078;0.395128
0.369828;0.392548
0.376704;0.389939
0.383707;0.387303
0.390841;0.384638
0.398107;0.381945
0.405509;0.379223
0.413048;0.376474
0.420727;0.373697
0.428549;0.370891
0.436516;0.368058
0.444631;0.365196
0.452898;0.362308
0.461318;0.359391
0.469894;0.356447
0.47863;0.353477
0.487528;0.350479
0.496592;0.347455
0.505825;0.344404
0.515229;0.341328
0.524807;0.338226
0.534564;0.335099
0.544503;0.331947
0.554626;0.328771
0.564937;0.32557
0.57544;0.322346
0.586138;0.319099
0.597035;0.315829
0.608135;0.312536
0.619441;0.309222
0.630957;0.305886
0.642688;0.30253
0.654636;0.299153
0.666807;0.295757
0.679204;0.292341
0.691831;0.288907
0.704693;0.285455
0.717794;0.281985
0.731139;0.2785
0.744732;0.274998
0.758578;0.271481
0.772681;0.267949
0.787046;0.264404
0.801678;0.260846
0.816582;0.257276
0.831764;0.253695
0.847227;0.250104
0.862979;0.246503
0.879023;0.242893
0.895365;0.239276
0.912011;0.235653
0.928966;0.232025
0.946237;0.228392
0.963829;0.224757
0.981748;0.221119
1;0.217482
1.01859;0.213844
1.03753;0.210208
1.05682;0.206576
1.07647;0.202947
1.09648;0.199324
1.11686;0.195707
1.13763;0.192099
1.15878;0.188499
1.18032;0.18491
1.20226;0.181333
1.22462;0.177769
1.24738;0.174219
1.27057;0.170685
1.2942;0.167168
1.31826;0.16367
1.34276;0.160191
1.36773;0.156733
1.39316;0.153297
1.41906;0.149885
1.44544;0.146499
1.47231;0.143139
1.49968;0.139806
1.52757;0.136504
1.55597;0.133232
1.58489;0.129991
1.61436;0.126785
1.64437;0.123612
1.67494;0.120476
1.70608;0.117377
1.7378;0.114315
1.77011;0.111293
1.80302;0.108312
1.83654;0.105371
1.87068;0.102473
1.90546;0.0996189
1.94089;0.0968087
1.97697;0.0940435
2.01372;0.0913244
2.05116;0.088652
2.0893;0.0860272
2.12814;0.0834505
2.1677;0.0809228
2.208;0.0784446
2.24905;0.0760164
2.29087;0.0736387
2.33346;0.071312
2.37684;0.0690365
2.42103;0.0668125
2.46604;0.0646402
2.51189;0.0625197
2.55859;0.0604512
2.60615;0.0584345
2.65461;0.0564696
2.70396;0.0545564
2.75423;0.0526948
2.80543;0.0508843
2.85759;0.0491249
2.91072;0.0474162
2.96483;0.0457577
3.01995;0.044149
3.0761;0.0425897
3.13329;0.0410792
3.19154;0.0396169
3.25087;0.0382021
3.31131;0.0368342
3.37287;0.0355124
3.43558;0.0342359
3.49945;0.0330038
3.56451;0.0318154
3.63078;0.0306697
3.69828;0.0295658
3.76704;0.0285028
3.83707;0.0274798
3.90841;0.0264958
3.98107;0.0255498
4.05509;0.0246409
4.13048;0.023768
4.20727;0.0229301
4.28549;0.0221262
4.36516;0.0213553
4.44631;0.0206163
4.52898;0.0199081
4.61318;0.0192298
4.69894;0.0185803
4.7863;0.0179586
4.87528;0.0173638
4.96592;0.0167947
5.05825;0.0162505
5.15229;0.0157303
5.24807;0.0152329
5.34564;0.0147576
5.44503;0.0143035
5.54626;0.0138695
5.64937;0.0134549
5.7544;0.0130587
5.86138;0.0126803
5.97035;0.0123187
6.08135;0.0119732
6.19441;0.011643
6.30957;0.0113275
6.42688;0.0110259
6.54636;0.0107376
6.66807;0.0104618
6.79204;0.010198
6.91831;0.00994556
7.04693;0.0097039
7.17794;0.00947247
7.31139;0.00925073
7.44732;0.00903819
7.58578;0.00883437
7.72681;0.00863881
7.87046;0.00845109
8.01678;0.00827078
8.16582;0.0080975
8.31764;0.00793086
8.47227;0.00777051
8.62979;0.00761613
8.79023;0.0074674
8.95365;0.00732402
9.12011;0.00718572
9.28966;0.00705223
9.46237;0.00692332
9.63829;0.00679873
9.81748;0.00667826
10.0925;0.00650481
10.1859;0.00644884
10.2802;0.00639374
10.3753;0.00633951
10.4713;0.00628613
10.5682;0.00623356
10.666;0.00618179
10.7647;0.00613081
10.8643;0.00608059
10.9648;0.00603111
11.0662;0.00598237
11.1686;0.00593434
11.272;0.005887
11.3763;0.00584035
11.4815;0.00579436
11.5878;0.00574902
11.695;0.00570431
11.8032;0.00566023
11.9124;0.00561676
12.0226;0.00557389
12.1339;0.0055316
12.2462;0.00548988
12.3595;0.00544872
12.4738;0.00540811
12.5893;0.00536804
12.7057;0.0053285
12.8233;0.00528948
12.942;0.00525096
13.0617;0.00521294
13.1826;0.00517541
13.3045;0.00513836
13.4276;0.00510178
13.5519;0.00506565
13.6773;0.00502999
13.8038;0.00499476
13.9316;0.00495998
14.0605;0.00492562
14.1906;0.00489169
14.3219;0.00485817
14.4544;0.00482505
14.5881;0.00479234
14.7231;0.00476003
14.8594;0.0047281
14.9968;0.00469655
15.1356;0.00466538
15.2757;0.00463457
15.417;0.00460413
15.5597;0.00457405
15.7036;0.00454432
15.8489;0.00451494
15.9956;0.00448589
16.1436;0.00445719
16.293;0.00442881
16.4437;0.00440076
16.5959;0.00437304
16.7494;0.00434563
16.9044;0.00431853
17.0608;0.00429174
17.2187;0.00426525
17.378;0.00423906
17.5388;0.00421317
17.7011;0.00418756
17.8649;0.00416225
18.0302;0.00413721
18.197;0.00411246
18.3654;0.00408798
18.5353;0.00406377
18.7068;0.00403982
18.8799;0.00401615
19.0546;0.00399273
19.2309;0.00396957
19.4089;0.00394667
19.5884;0.00392401
19.7697;0.0039016
19.9526;0.00387944
20.1372;0.00385752
20.3236;0.00383583
20.5116;0.00381438
20.7014;0.00379317
20.893;0.00377218
21.0863;0.00375142
21.2814;0.00373088
21.4783;0.00371056
21.677;0.00369046
21.8776;0.00367057
22.08;0.0036509
22.2844;0.00363144
22.4905;0.00361219
22.6986;0.00359314
22.9087;0.00357429
23.1206;0.00355565
23.3346;0.0035372
23.5505;0.00351895
23.7684;0.00350089
23.9883;0.00348302
24.2103;0.00346535
24.4343;0.00344785
24.6604;0.00343055
24.8886;0.00341342
25.1189;0.00339647
25.3513;0.00337971
25.5859;0.00336311
25.8226;0.0033467
26.0615;0.00333045
26.3027;0.00331437
26.5461;0.00329847
26.7917;0.00328272
27.0396;0.00326715
27.2898;0.00325173
27.5423;0.00323647
27.7971;0.00322138
28.0543;0.00320643
28.3139;0.00319165
28.5759;0.00317701
28.8403;0.00316253
29.1072;0.0031482
29.3765;0.00313401
29.6483;0.00311997
29.9226;0.00310607
30.1995;0.00309232
30.4789;0.0030787
30.761;0.00306522
31.0456;0.00305189
31.3329;0.00303868
31.6228;0.00302561
31.9154;0.00301268
32.2107;0.00299987
32.5087;0.00298719
32.8095;0.00297464
33.1131;0.00296221
33.4195;0.00294991
33.7287;0.00293773
34.0408;0.00292567
34.3558;0.00291373
34.6737;0.00290191
34.9945;0.00289021
35.3183;0.00287862
35.6451;0.00286714
35.9749;0.00285577
36.3078;0.00284452
36.6438;0.00283337
36.9828;0.00282233
37.325;0.0028114
37.6704;0.00280057
38.0189;0.00278984
38.3707;0.00277922
38.7258;0.00276869
39.0841;0.00275826
39.4457;0.00274794
39.8107;0.0027377
40.1791;0.00272756
40.5509;0.00271752
40.9261;0.00270756
41.3048;0.0026977
41.6869;0.00268793
42.0727;0.00267824
42.462;0.00266864
42.8549;0.00265913
43.2514;0.0026497
43.6516;0.00264036
44.0555;0.00263109
44.4631;0.00262191
44.8745;0.00261281
45.2898;0.00260378
45.7088;0.00259484
46.1318;0.00258597
46.5586;0.00257717
46.9894;0.00256845
47.4242;0.0025598
47.863;0.00255122
48.3059;0.00254272
48.7528;0.00253428
49.204;0.00252592
49.6592;0.00251762
50.1187;0.00250939
50.5825;0.00250122
51.0505;0.00249313
51.5229;0.00248509
51.9996;0.00247712
52.4807;0.00246921
52.9663;0.00246137
53.4564;0.00245358
53.9511;0.00244586
54.4503;0.00243819
54.9541;0.00243059
55.4626;0.00242304
55.9758;0.00241555
56.4937;0.00240812
57.0164;0.00240074
57.544;0.00239342
58.0764;0.00238615
58.6138;0.00237894
59.1562;0.00237178
59.7035;0.00236468
60.256;0.00235763
60.8135;0.00235063
61.3762;0.00234368
61.9441;0.00233678
62.5173;0.00232994
63.0957;0.00232314
63.6796;0.00231639
64.2688;0.0023097
64.8634;0.00230305
65.4636;0.00229645
66.0693;0.0022899
66.6807;0.00228339
67.2977;0.00227694
67.9204;0.00227053
68.5488;0.00226416
69.1831;0.00225785
69.8232;0.00225158
70.4693;0.00224535
71.1214;0.00223917
71.7794;0.00223303
72.4436;0.00222694
73.1139;0.0022209
73.7904;0.0022149
74.4732;0.00220894
75.1623;0.00220303
75.8578;0.00219716
76.5597;0.00219133
77.2681;0.00218555
77.983;0.0021798
78.7046;0.00217411
79.4328;0.00216845
80.1678;0.00216284
80.9096;0.00215727
81.6582;0.00215174
82.4138;0.00214625
83.1764;0.0021408
83.946;0.0021354
84.7227;0.00213003
85.5067;0.00212471
86.2979;0.00211943
87.0964;0.00211419
87.9023;0.00210899
88.7156;0.00210383
89.5365;0.00209871
90.3649;0.00209363
91.2011;0.00208859
92.045;0.00208359
92.8966;0.00207863
93.7562;0.0020737
94.6237;0.00206882
95.4993;0.00206398
96.3829;0.00205917
97.2747;0.00205441
98.1748;0.00204968
99.0832;0.00204499
100;0.00204034
100.925;0.00203573
101.859;0.00203116
102.802;0.00202662
103.753;0.00202212
104.713;0.00201766
105.682;0.00201324
106.66;0.00200885
107.647;0.0020045
108.643;0.00200018
109.648;0.00199591
110.662;0.00199166
111.686;0.00198746
112.72;0.00198329
113.763;0.00197916
114.815;0.00197506
115.878;0.00197099
116.95;0.00196697
118.032;0.00196297
119.124;0.00195901
120.226;0.00195509
121.339;0.0019512
122.462;0.00194734
123.595;0.00194352
124.738;0.00193973
125.893;0.00193597
127.057;0.00193225
128.233;0.00192855
129.42;0.00192489
130.617;0.00192127
131.826;0.00191767
133.045;0.00191411
134.276;0.00191057
135.519;0.00190707
136.773;0.0019036
138.038;0.00190016
139.316;0.00189675
140.605;0.00189337
141.906;0.00189001
143.219;0.00188669
144.544;0.0018834
145.881;0.00188013
147.231;0.0018769
148.594;0.00187369
149.968;0.00187051
151.356;0.00186735
152.757;0.00186423
154.17;0.00186113
155.597;0.00185805
157.036;0.00185501
158.489;0.00185198
159.956;0.00184899
161.436;0.00184602
162.93;0.00184307
164.437;0.00184015
165.959;0.00183726
167.494;0.00183438
169.044;0.00183154
170.608;0.00182871
172.187;0.00182591
173.78;0.00182313
175.388;0.00182037
177.011;0.00181764
178.649;0.00181493
180.302;0.00181224
181.97;0.00180957
183.654;0.00180692
185.353;0.00180429
187.068;0.00180169
188.799;0.0017991
190.546;0.00179653
192.309;0.00179399
194.089;0.00179146
195.884;0.00178895
197.697;0.00178646
199.526;0.00178399
201.372;0.00178154
203.236;0.00177911
205.116;0.00177669
207.014;0.00177429
208.93;0.00177191
210.863;0.00176955
212.814;0.0017672
214.783;0.00176487
216.77;0.00176256
218.776;0.00176026
220.8;0.00175798
222.844;0.00175571
224.905;0.00175346
226.986;0.00175123
229.087;0.00174901
231.206;0.0017468
233.346;0.00174461
235.505;0.00174244
237.684;0.00174028
239.883;0.00173813
242.103;0.001736
244.343;0.00173388
246.604;0.00173177
248.886;0.00172968
251.189;0.0017276
253.513;0.00172553
255.859;0.00172348
258.226;0.00172144
260.615;0.00171941
263.027;0.0017174
265.461;0.0017154
267.917;0.00171341
270.396;0.00171143
272.898;0.00170946
275.423;0.00170751
277.971;0.00170556
280.543;0.00170363
283.139;0.00170171
285.759;0.0016998
288.403;0.0016979
291.072;0.00169602
293.765;0.00169414
296.483;0.00169228
299.226;0.00169042
301.995;0.00168858
304.789;0.00168674
307.61;0.00168492
310.456;0.00168311
313.329;0.0016813
316.228;0.00167951
319.154;0.00167773
322.107;0.00167595
325.087;0.00167419
328.095;0.00167243
331.131;0.00167069
334.195;0.00166895
337.287;0.00166723
340.408;0.00166551
343.558;0.0016638
346.737;0.0016621
349.945;0.00166042
353.183;0.00165873
356.451;0.00165706
359.749;0.0016554
363.078;0.00165374
366.438;0.0016521
369.828;0.00165046
373.25;0.00164883
376.704;0.00164721
380.189;0.0016456
383.707;0.00164399
387.258;0.00164239
390.841;0.00164081
394.457;0.00163923
398.107;0.00163765
401.791;0.00163609
405.509;0.00163453
409.261;0.00163298
413.048;0.00163144
416.869;0.0016299
420.727;0.00162838
424.62;0.00162686
428.549;0.00162534
432.514;0.00162384
436.516;0.00162234
440.555;0.00162085
444.631;0.00161936
448.745;0.00161789
452.898;0.00161642
457.088;0.00161495
461.318;0.0016135
465.586;0.00161205
469.894;0.0016106
474.242;0.00160917
478.63;0.00160774
483.059;0.00160631
487.528;0.0016049
492.04;0.00160349
496.592;0.00160208
501.187;0.00160068
505.825;0.00159929
510.505;0.00159791
515.229;0.00159653
519.996;0.00159515
524.807;0.00159379
529.663;0.00159242
534.564;0.00159107
539.511;0.00158972
544.503;0.00158837
549.541;0.00158703
554.626;0.0015857
559.758;0.00158437
564.937;0.00158305
570.164;0.00158174
575.44;0.00158042
580.764;0.00157912
586.138;0.00157782
591.562;0.00157652
597.035;0.00157523
602.56;0.00157395
608.135;0.00157267
613.762;0.00157139
619.441;0.00157013
625.173;0.00156886
630.957;0.0015676
636.796;0.00156635
642.688;0.0015651
648.634;0.00156385
654.636;0.00156261
660.693;0.00156137
666.807;0.00156014
672.977;0.00155892
679.204;0.00155769
685.488;0.00155648
691.831;0.00155526
698.232;0.00155405
704.693;0.00155285
711.214;0.00155165
717.794;0.00155045
724.436;0.00154926
731.139;0.00154807
737.904;0.00154688
744.732;0.0015457
751.623;0.00154453
758.578;0.00154335
765.597;0.00154219
772.681;0.00154102
779.83;0.00153986
787.046;0.0015387
794.328;0.00153755
801.678;0.00153639
809.096;0.00153525
816.582;0.0015341
824.138;0.00153296
831.764;0.00153182
839.46;0.00153068
847.227;0.00152955
855.067;0.00152842
862.979;0.00152729
870.964;0.00152617
879.023;0.00152505
887.156;0.00152393
895.365;0.00152281
903.649;0.0015217
912.011;0.00152058
920.45;0.00151947
928.966;0.00151837
937.562;0.00151726
946.237;0.00151616
954.993;0.00151506
963.829;0.00151397
972.747;0.00151288
981.748;0.0015118
990.832;0.00151072
1000;0.00150965
