p2;M
0.246604;0.643851
0.251189;0.642161
0.255859;0.640446
0.260615;0.638705
0.265461;0.636938
0.270396;0.635144
0.275423;0.633323
0.280543;0.631476
0.285759;0.629601
0.291072;0.627699
0.296483;0.62577
0.301995;0.623812
0.30761;0.621826
0.313329;0.619811
0.319154;0.617768
0.325087;0.615696
0.331131;0.613594
0.337287;0.611463
0.343558;0.609303
0.349945;0.607112
0.356451;0.604891
0.363078;0.60264
0.369828;0.600359
0.376704;0.598046
0.383707;0.595703
0.390841;0.593328
0.398107;0.590922
0.405509;0.588484
0.413048;0.586015
0.420727;0.583513
0.428549;0.58098
0.436516;0.578414
0.444631;0.575816
0.452898;0.573185
0.461318;0.570522
0.469894;0.567826
0.47863;0.565097
0.487528;0.562336
0.496592;0.559542
0.505825;0.556715
0.515229;0.553856
0.524807;0.550964
0.534564;0.54804
0.544503;0.545084
0.554626;0.542095
0.564937;0.539074
0.57544;0.536022
0.586138;0.532937
0.597035;0.529821
0.608135;0.526673
0.619441;0.523494
0.630957;0.520283
0.642688;0.517042
0.654636;0.51377
0.666807;0.510467
0.679204;0.507134
0.691831;0.503771
0.704693;0.500378
0.717794;0.496955
0.731139;0.493504
0.744732;0.490024
0.758578;0.486515
0.772681;0.482978
0.787046;0.479414
0.801678;0.475823
0.816582;0.472204
0.831764;0.46856
0.847227;0.46489
0.862979;0.461194
0.879023;0.457475
0.895365;0.453731
0.912011;0.449964
0.928966;0.446176
0.946237;0.442366
0.963829;0.438535
0.981748;0.434685
1;0.430816
1.01859;0.42693
1.03753;0.423026
1.05682;0.419107
1.07647;0.415173
1.09648;0.411225
1.11686;0.407264
1.13763;0.403291
1.15878;0.399308
1.18032;0.395314
1.20226;0.391312
1.22462;0.387302
1.24738;0.383286
1.27057;0.379265
1.2942;0.375239
1.31826;0.37121
1.34276;0.367179
1.36773;0.363147
1.39316;0.359116
1.41906;0.355088
1.44544;0.351062
1.47231;0.347042
1.49968;0.343028
1.52757;0.339021
1.55597;0.335025
1.58489;0.331039
1.61436;0.327065
1.64437;0.323105
1.67494;0.319161
1.70608;0.315233
1.7378;0.311323
1.77011;0.307433
1.80302;0.303564
1.83654;0.299717
1.87068;0.295893
1.90546;0.292095
1.94089;0.288323
1.97697;0.284578
2.01372;0.280862
2.05116;0.277176
2.0893;0.273522
2.12814;0.269901
2.1677;0.266313
2.208;0.262762
2.24905;0.259247
2.29087;0.255771
2.33346;0.252333
2.37684;0.248936
2.42103;0.245581
2.46604;0.242267
2.51189;0.238997
2.55859;0.235771
2.60615;0.23259
2.65461;0.229455
2.70396;0.226366
2.75423;0.223324
2.80543;0.220329
2.85759;0.217382
2.91072;0.214484
2.96483;0.211635
3.01995;0.208835
3.0761;0.206086
3.13329;0.203387
3.19154;0.200739
3.25087;0.198141
3.31131;0.195594
3.37287;0.193099
3.43558;0.190653
3.49945;0.188259
3.56451;0.185915
3.63078;0.18362
3.69828;0.181376
3.76704;0.179181
3.83707;0.177036
3.90841;0.174939
3.98107;0.17289
4.05509;0.17089
4.13048;0.168937
4.20727;0.167031
4.28549;0.165172
4.36516;0.163358
4.44631;0.161589
4.52898;0.159864
4.61318;0.158182
4.69894;0.156543
4.7863;0.154945
4.87528;0.153388
4.96592;0.151871
5.05825;0.150393
5.15229;0.148953
5.24807;0.147551
5.34564;0.146186
5.44503;0.144857
5.54626;0.143562
5.64937;0.142301
5.7544;0.141073
5.86138;0.139877
5.97035;0.138712
6.08135;0.137577
6.19441;0.136471
6.30957;0.135394
6.42688;0.134345
6.54636;0.133322
6.66807;0.132326
6.79204;0.131355
6.91831;0.130408
7.04693;0.129484
7.17794;0.128583
7.31139;0.127704
7.44732;0.126847
7.58578;0.12601
7.72681;0.125192
7.87046;0.124395
8.01678;0.123615
8.16582;0.122854
8.31764;0.12211
8.47227;0.121382
8.62979;0.120671
8.79023;0.119975
8.95365;0.119295
9.12011;0.118628
9.28966;0.117976
9.46237;0.117338
9.63829;0.116713
9.81748;0.1161
10.0925;0.115204
10.1859;0.114911
10.2802;0.114621
10.3753;0.114334
10.4713;0.114049
10.5682;0.113768
10.666;0.113489
10.7647;0.113212
10.8643;0.112939
10.9648;0.112668
11.0662;0.112399
11.1686;0.112133
11.272;0.111869
11.3763;0.111608
11.4815;0.111349
11.5878;0.111092
11.695;0.110838
11.8032;0.110586
11.9124;0.110336
12.0226;0.110089
12.1339;0.109843
12.2462;0.1096
12.3595;0.109359
12.4738;0.10912
12.5893;0.108883
12.7057;0.108647
12.8233;0.108414
12.942;0.108183
13.0617;0.107954
13.1826;0.107727
13.3045;0.107501
13.4276;0.107278
13.5519;0.107056
13.6773;0.106836
13.8038;0.106618
13.9316;0.106401
14.0605;0.106187
14.1906;0.105974
14.3219;0.105762
14.4544;0.105553
14.5881;0.105345
14.7231;0.105138
14.8594;0.104934
14.9968;0.10473
15.1356;0.104529
15.2757;0.104329
15.417;0.10413
15.5597;0.103933
15.7036;0.103738
15.8489;0.103543
15.9956;0.103351
16.1436;0.10316
16.293;0.10297
16.4437;0.102782
16.5959;0.102595
16.7494;0.102409
16.9044;0.102225
17.0608;0.102042
17.2187;0.10186
17.378;0.10168
17.5388;0.101501
17.7011;0.101324
17.8649;0.101147
18.0302;0.100972
18.197;0.100798
18.3654;0.100626
18.5353;0.100455
18.7068;0.100284
18.8799;0.100116
19.0546;0.0999479
19.2309;0.0997814
19.4089;0.099616
19.5884;0.0994518
19.7697;0.0992888
19.9526;0.0991269
20.1372;0.0989662
20.3236;0.0988066
20.5116;0.0986481
20.7014;0.0984907
20.893;0.0983344
21.0863;0.0981793
21.2814;0.0980252
21.4783;0.0978722
21.677;0.0977202
21.8776;0.0975693
22.08;0.0974195
22.2844;0.0972707
22.4905;0.097123
22.6986;0.0969763
22.9087;0.0968306
23.1206;0.0966859
23.3346;0.0965423
23.5505;0.0963996
23.7684;0.096258
23.9883;0.0961174
24.2103;0.0959777
24.4343;0.095839
24.6604;0.0957013
24.8886;0.0955646
25.1189;0.0954288
25.3513;0.0952939
25.5859;0.0951601
25.8226;0.0950271
26.0615;0.0948951
26.3027;0.0947641
26.5461;0.0946339
26.7917;0.0945047
27.0396;0.0943764
27.2898;0.0942489
27.5423;0.0941224
27.7971;0.0939968
28.0543;0.093872
28.3139;0.0937481
28.5759;0.0936251
28.8403;0.0935029
29.1072;0.0933816
29.3765;0.0932611
29.6483;0.0931415
29.9226;0.0930227
30.1995;0.0929047
30.4789;0.0927875
30.761;0.0926711
31.0456;0.0925555
31.3329;0.0924406
31.6228;0.0923266
31.9154;0.0922133
32.2107;0.0921007
32.5087;0.0919889
32.8095;0.0918778
33.1131;0.0917675
33.4195;0.0916578
33.7287;0.0915488
34.0408;0.0914405
34.3558;0.0913329
34.6737;0.091226
34.9945;0.0911197
35.3183;0.091014
35.6451;0.090909
35.9749;0.0908045
36.3078;0.0907007
36.6438;0.0905974
36.9828;0.0904947
37.325;0.0903926
37.6704;0.090291
38.0189;0.09019
38.3707;0.0900894
38.7258;0.0899894
39.0841;0.0898899
39.4457;0.0897908
39.8107;0.0896922
40.1791;0.089594
40.5509;0.0894963
40.9261;0.089399
41.3048;0.0893021
41.6869;0.0892056
42.0727;0.0891095
42.462;0.0890137
42.8549;0.0889183
43.2514;0.0888233
43.6516;0.0887285
44.0555;0.0886341
44.4631;0.08854
44.8745;0.0884461
45.2898;0.0883525
45.7088;0.0882592
46.1318;0.0881662
46.5586;0.0880733
46.9894;0.0879807
47.4242;0.0878884
47.863;0.0877962
48.3059;0.0877042
48.7528;0.0876124
49.204;0.0875207
49.6592;0.0874293
50.1187;0.0873379
50.5825;0.0872468
51.0505;0.0871557
51.5229;0.0870648
51.9996;0.086974
52.4807;0.0868833
52.9663;0.0867927
53.4564;0.0867022
53.9511;0.0866118
54.4503;0.0865215
54.9541;0.0864313
55.4626;0.0863411
55.9758;0.086251
56.4937;0.086161
57.0164;0.086071
57.544;0.0859811
58.0764;0.0858912
58.6138;0.0858014
59.1562;0.0857117
59.7035;0.085622
60.256;0.0855323
60.8135;0.0854427
61.3762;0.0853531
61.9441;0.0852636
62.5173;0.0851741
63.0957;0.0850847
63.6796;0.0849953
64.2688;0.084906
64.8634;0.0848168
65.4636;0.0847275
66.0693;0.0846384
66.6807;0.0845493
67.2977;0.0844603
67.9204;0.0843713
68.5488;0.0842824
69.1831;0.0841936
69.8232;0.0841049
70.4693;0.0840162
71.1214;0.0839277
71.7794;0.0838392
72.4436;0.0837509
73.1139;0.0836626
73.7904;0.0835745
74.4732;0.0834865
75.1623;0.0833986
75.8578;0.0833109
76.5597;0.0832233
77.2681;0.0831358
77.983;0.0830485
78.7046;0.0829614
79.4328;0.0828744
80.1678;0.0827877
80.9096;0.0827011
81.6582;0.0826147
82.4138;0.0825285
83.1764;0.0824425
83.946;0.0823567
84.7227;0.0822712
85.5067;0.0821859
86.2979;0.0821008
87.0964;0.082016
87.9023;0.0819314
88.7156;0.0818471
89.5365;0.0817631
90.3649;0.0816794
91.2011;0.0815959
92.045;0.0815127
92.8966;0.0814299
93.7562;0.0813473
94.6237;0.0812651
95.4993;0.0811832
96.3829;0.0811016
97.2747;0.0810204
98.1748;0.0809395
99.0832;0.0808589
100;0.0807787
100.925;0.0806989
101.859;0.0806194
102.802;0.0805404
103.753;0.0804616
104.713;0.0803833
105.682;0.0803054
106.66;0.0802278
107.647;0.0801507
108.643;0.080074
109.648;0.0799976
110.662;0.0799217
111.686;0.0798462
112.72;0.0797711
113.763;0.0796964
114.815;0.0796222
115.878;0.0795484
116.95;0.079475
118.032;0.079402
119.124;0.0793294
120.226;0.0792573
121.339;0.0791857
122.462;0.0791144
123.595;0.0790436
124.738;0.0789733
125.893;0.0789033
127.057;0.0788339
128.233;0.0787648
129.42;0.0786962
130.617;0.078628
131.826;0.0785602
133.045;0.0784929
134.276;0.078426
135.519;0.0783596
136.773;0.0782935
138.038;0.0782279
139.316;0.0781627
140.605;0.0780979
141.906;0.0780336
143.219;0.0779696
144.544;0.0779061
145.881;0.077843
147.231;0.0777802
148.594;0.0777179
149.968;0.077656
151.356;0.0775944
152.757;0.0775333
154.17;0.0774725
155.597;0.0774121
157.036;0.0773521
158.489;0.0772924
159.956;0.0772332
161.436;0.0771742
162.93;0.0771156
164.437;0.0770574
165.959;0.0769995
167.494;0.076942
169.044;0.0768848
170.608;0.0768279
172.187;0.0767713
173.78;0.076715
175.388;0.0766591
177.011;0.0766035
178.649;0.0765481
180.302;0.0764931
181.97;0.0764383
183.654;0.0763838
185.353;0.0763296
187.068;0.0762757
188.799;0.0762221
190.546;0.0761687
192.309;0.0761155
194.089;0.0760626
195.884;0.07601
197.697;0.0759576
199.526;0.0759054
201.372;0.0758535
203.236;0.0758017
205.116;0.0757502
207.014;0.075699
208.93;0.0756479
210.863;0.075597
212.814;0.0755463
214.783;0.0754959
216.77;0.0754456
218.776;0.0753955
220.8;0.0753455
222.844;0.0752958
224.905;0.0752462
226.986;0.0751969
229.087;0.0751476
231.206;0.0750986
233.346;0.0750497
235.505;0.0750009
237.684;0.0749523
239.883;0.0749038
242.103;0.0748555
244.343;0.0748074
246.604;0.0747594
248.886;0.0747115
251.189;0.0746637
253.513;0.0746161
255.859;0.0745686
258.226;0.0745212
260.615;0.074474
263.027;0.0744268
265.461;0.0743798
267.917;0.0743329
270.396;0.0742862
272.898;0.0742395
275.423;0.0741929
277.971;0.0741465
280.543;0.0741001
283.139;0.0740539
285.759;0.0740078
288.403;0.0739617
291.072;0.0739158
293.765;0.07387
296.483;0.0738242
299.226;0.0737786
301.995;0.073733
304.789;0.0736876
307.61;0.0736422
310.456;0.0735969
313.329;0.0735517
316.228;0.0735066
319.154;0.0734616
322.107;0.0734167
325.087;0.0733719
328.095;0.0733271
331.131;0.0732825
334.195;0.0732379
337.287;0.0731934
340.408;0.073149
343.558;0.0731046
346.737;0.0730604
349.945;0.0730162
353.183;0.0729721
356.451;0.0729281
359.749;0.0728842
363.078;0.0728403
366.438;0.0727965
369.828;0.0727528
373.25;0.0727092
376.704;0.0726656
380.189;0.0726221
383.707;0.0725787
387.258;0.0725354
390.841;0.0724921
394.457;0.072449
398.107;0.0724059
401.791;0.0723628
405.509;0.0723198
409.261;0.0722769
413.048;0.0722341
416.869;0.0721914
420.727;0.0721487
424.62;0.0721061
428.549;0.0720635
432.514;0.072021
436.516;0.0719786
440.555;0.0719363
444.631;0.071894
448.745;0.0718518
452.898;0.0718097
457.088;0.0717676
461.318;0.0717256
465.586;0.0716837
469.894;0.0716418
474.242;0.0716
478.63;0.0715582
483.059;0.0715165
487.528;0.0714749
492.04;0.0714334
496.592;0.0713919
501.187;0.0713504
505.825;0.0713091
510.505;0.0712678
515.229;0.0712265
519.996;0.0711853
524.807;0.0711442
529.663;0.0711031
534.564;0.0710621
539.511;0.0710212
544.503;0.0709803
549.541;0.0709394
554.626;0.0708987
559.758;0.0708579
564.937;0.0708173
570.164;0.0707767
575.44;0.0707361
580.764;0.0706956
586.138;0.0706552
591.562;0.0706148
597.035;0.0705744
602.56;0.0705341
608.135;0.0704939
613.762;0.0704537
619.441;0.0704136
625.173;0.0703735
630.957;0.0703335
636.796;0.0702935
642.688;0.0702535
648.634;0.0702137
654.636;0.0701738
660.693;0.070134
666.807;0.0700943
672.977;0.0700546
679.204;0.0700149
685.488;0.0699753
691.831;0.0699357
698.232;0.0698962
704.693;0.0698567
711.214;0.0698172
717.794;0.0697778
724.436;0.0697384
731.139;0.069699
737.904;0.0696597
744.732;0.0696205
751.623;0.0695812
758.578;0.069542
765.597;0.0695028
772.681;0.0694636
779.83;0.0694245
787.046;0.0693854
794.328;0.0693463
801.678;0.0693073
809.096;0.0692682
816.582;0.0692292
824.138;0.0691902
831.764;0.0691511
839.46;0.0691121
847.227;0.0690731
855.067;0.0690341
862.979;0.0689951
870.964;0.0689561
879.023;0.0689171
887.156;0.0688781
895.365;0.0688391
903.649;0.0688001
912.011;0.068761
920.45;0.068722
928.966;0.0686829
937.562;0.0686439
946.237;0.068605
954.993;0.068566
963.829;0.0685272
972.747;0.0684884
981.748;0.0684498
990.832;0.0684114
1000;0.0683731
