p2;A
0.237684;1.4688
0.242103;1.46864
0.246604;1.46847
0.251189;1.46829
0.255859;1.4681
0.260615;1.4679
0.265461;1.4677
0.270396;1.46747
0.275423;1.46724
0.280543;1.467
0.285759;1.46674
0.291072;1.46648
0.296483;1.4662
0.301995;1.4659
0.30761;1.46559
0.313329;1.46527
0.319154;1.46493
0.325087;1.46458
0.331131;1.46421
0.337287;1.46383
0.343558;1.46343
0.349945;1.46301
0.356451;1.46258
0.363078;1.46212
0.369828;1.46165
0.376704;1.46116
0.383707;1.46065
0.390841;1.46012
0.398107;1.45957
0.405509;1.459
0.413048;1.45841
0.420727;1.4578
0.428549;1.45717
0.436516;1.45651
0.444631;1.45583
0.452898;1.45513
0.461318;1.4544
0.469894;1.45365
0.47863;1.45287
0.487528;1.45207
0.496592;1.45123
0.505825;1.45038
0.515229;1.44949
0.524807;1.44857
0.534564;1.44762
0.544503;1.44665
0.554626;1.44564
0.564937;1.44459
0.57544;1.44352
0.586138;1.4424
0.597035;1.44126
0.608135;1.44008
0.619441;1.43886
0.630957;1.43761
0.642688;1.43632
0.654636;1.43499
0.666807;1.43362
0.679204;1.43222
0.691831;1.43077
0.704693;1.42929
0.717794;1.42777
0.731139;1.4262
0.744732;1.4246
0.758578;1.42295
0.772681;1.42127
0.787046;1.41954
0.801678;1.41778
0.816582;1.41597
0.831764;1.41412
0.847227;1.41223
0.862979;1.4103
0.879023;1.40832
0.895365;1.40631
0.912011;1.40425
0.928966;1.40215
0.946237;1.40001
0.963829;1.39783
0.981748;1.3956
1;1.39333
1.01859;1.39101
1.03753;1.38866
1.05682;1.38625
1.07647;1.38381
1.09648;1.38132
1.11686;1.37879
1.13763;1.37622
1.15878;1.37361
1.18032;1.37096
1.20226;1.36826
1.22462;1.36553
1.24738;1.36276
1.27057;1.35995
1.2942;1.3571
1.31826;1.35422
1.34276;1.35131
1.36773;1.34837
1.39316;1.34539
1.41906;1.34238
1.44544;1.33934
1.47231;1.33627
1.49968;1.33317
1.52757;1.33005
1.55597;1.3269
1.58489;1.32372
1.61436;1.32052
1.64437;1.31729
1.67494;1.31404
1.70608;1.31077
1.7378;1.30747
1.77011;1.30416
1.80302;1.30083
1.83654;1.29749
1.87068;1.29413
1.90546;1.29076
1.94089;1.28738
1.97697;1.28399
2.01372;1.28059
2.05116;1.27719
2.0893;1.27379
2.12814;1.27038
2.1677;1.26697
2.208;1.26355
2.24905;1.26014
2.29087;1.25673
2.33346;1.25332
2.37684;1.24991
2.42103;1.24651
2.46604;1.24311
2.51189;1.23971
2.55859;1.23633
2.60615;1.23295
2.65461;1.22959
2.70396;1.22624
2.75423;1.2229
2.80543;1.21958
2.85759;1.21627
2.91072;1.21298
2.96483;1.20971
3.01995;1.20646
3.0761;1.20322
3.13329;1.2
3.19154;1.1968
3.25087;1.19362
3.31131;1.19046
3.37287;1.18732
3.43558;1.1842
3.49945;1.1811
3.56451;1.17803
3.63078;1.17498
3.69828;1.17196
3.76704;1.16896
3.83707;1.16599
3.90841;1.16304
3.98107;1.16012
4.05509;1.15722
4.13048;1.15435
4.20727;1.1515
4.28549;1.14868
4.36516;1.14588
4.44631;1.14311
4.52898;1.14036
4.61318;1.13764
4.69894;1.13495
4.7863;1.13229
4.87528;1.12965
4.96592;1.12704
5.05825;1.12446
5.15229;1.1219
5.24807;1.11937
5.34564;1.11686
5.44503;1.11438
5.54626;1.11193
5.64937;1.1095
5.7544;1.1071
5.86138;1.10472
5.97035;1.10238
6.08135;1.10005
6.19441;1.09776
6.30957;1.09549
6.42688;1.09324
6.54636;1.09102
6.66807;1.08883
6.79204;1.08665
6.91831;1.08451
7.04693;1.08239
7.17794;1.08029
7.31139;1.07822
7.44732;1.07617
7.58578;1.07415
7.72681;1.07215
7.87046;1.07018
8.01678;1.06822
8.16582;1.0663
8.31764;1.06439
8.47227;1.06251
8.62979;1.06065
8.79023;1.05882
8.95365;1.057
9.12011;1.05521
9.28966;1.05344
9.46237;1.0517
9.63829;1.04997
9.81748;1.04827
10.0925;1.04576
10.1859;1.04493
10.2802;1.04411
10.3753;1.04329
10.4713;1.04248
10.5682;1.04167
10.666;1.04087
10.7647;1.04008
10.8643;1.03929
10.9648;1.0385
11.0662;1.03772
11.1686;1.03694
11.272;1.03617
11.3763;1.03541
11.4815;1.03465
11.5878;1.03389
11.695;1.03314
11.8032;1.0324
11.9124;1.03165
12.0226;1.03092
12.1339;1.03019
12.2462;1.02946
12.3595;1.02874
12.4738;1.02802
12.5893;1.02731
12.7057;1.02661
12.8233;1.0259
12.942;1.02521
13.0617;1.02451
13.1826;1.02382
13.3045;1.02314
13.4276;1.02246
13.5519;1.02179
13.6773;1.02112
13.8038;1.02045
13.9316;1.01979
14.0605;1.01913
14.1906;1.01848
14.3219;1.01783
14.4544;1.01719
14.5881;1.01655
14.7231;1.01592
14.8594;1.01529
14.9968;1.01466
15.1356;1.01404
15.2757;1.01342
15.417;1.01281
15.5597;1.0122
15.7036;1.0116
15.8489;1.011
15.9956;1.0104
16.1436;1.00981
16.293;1.00922
16.4437;1.00864
16.5959;1.00806
16.7494;1.00748
16.9044;1.00691
17.0608;1.00634
17.2187;1.00578
17.378;1.00522
17.5388;1.00466
17.7011;1.00411
17.8649;1.00356
18.0302;1.00302
18.197;1.00248
18.3654;1.00194
18.5353;1.00141
18.7068;1.00088
18.8799;1.00036
19.0546;0.999838
19.2309;0.999321
19.4089;0.998808
19.5884;0.998299
19.7697;0.997794
19.9526;0.997292
20.1372;0.996794
20.3236;0.9963
20.5116;0.995809
20.7014;0.995322
20.893;0.994839
21.0863;0.994359
21.2814;0.993883
21.4783;0.993411
21.677;0.992942
21.8776;0.992477
22.08;0.992016
22.2844;0.991558
22.4905;0.991104
22.6986;0.990653
22.9087;0.990206
23.1206;0.989762
23.3346;0.989322
23.5505;0.988885
23.7684;0.988452
23.9883;0.988022
24.2103;0.987596
24.4343;0.987173
24.6604;0.986754
24.8886;0.986338
25.1189;0.985925
25.3513;0.985516
25.5859;0.98511
25.8226;0.984707
26.0615;0.984308
26.3027;0.983912
26.5461;0.983519
26.7917;0.983129
27.0396;0.982743
27.2898;0.98236
27.5423;0.98198
27.7971;0.981603
28.0543;0.981229
28.3139;0.980859
28.5759;0.980491
28.8403;0.980127
29.1072;0.979765
29.3765;0.979406
29.6483;0.979051
29.9226;0.978698
30.1995;0.978348
30.4789;0.978
30.761;0.977656
31.0456;0.977314
31.3329;0.976975
31.6228;0.976638
31.9154;0.976304
32.2107;0.975973
32.5087;0.975644
32.8095;0.975318
33.1131;0.974994
33.4195;0.974672
33.7287;0.974353
34.0408;0.974036
34.3558;0.973721
34.6737;0.973408
34.9945;0.973097
35.3183;0.972788
35.6451;0.972481
35.9749;0.972176
36.3078;0.971873
36.6438;0.971572
36.9828;0.971272
37.325;0.970975
37.6704;0.970678
38.0189;0.970384
38.3707;0.97009
38.7258;0.969798
39.0841;0.969508
39.4457;0.969219
39.8107;0.968931
40.1791;0.968644
40.5509;0.968358
40.9261;0.968074
41.3048;0.96779
41.6869;0.967507
42.0727;0.967226
42.462;0.966945
42.8549;0.966665
43.2514;0.966385
43.6516;0.966106
44.0555;0.965828
44.4631;0.96555
44.8745;0.965273
45.2898;0.964997
45.7088;0.96472
46.1318;0.964444
46.5586;0.964169
46.9894;0.963893
47.4242;0.963618
47.863;0.963343
48.3059;0.963068
48.7528;0.962794
49.204;0.962519
49.6592;0.962245
50.1187;0.96197
50.5825;0.961695
51.0505;0.961421
51.5229;0.961146
51.9996;0.960872
52.4807;0.960597
52.9663;0.960322
53.4564;0.960047
53.9511;0.959772
54.4503;0.959496
54.9541;0.959221
55.4626;0.958945
55.9758;0.958669
56.4937;0.958394
57.0164;0.958117
57.544;0.957841
58.0764;0.957565
58.6138;0.957288
59.1562;0.957012
59.7035;0.956735
60.256;0.956458
60.8135;0.956181
61.3762;0.955904
61.9441;0.955627
62.5173;0.95535
63.0957;0.955073
63.6796;0.954796
64.2688;0.954519
64.8634;0.954242
65.4636;0.953965
66.0693;0.953689
66.6807;0.953412
67.2977;0.953136
67.9204;0.952861
68.5488;0.952585
69.1831;0.95231
69.8232;0.952036
70.4693;0.951761
71.1214;0.951488
71.7794;0.951215
72.4436;0.950942
73.1139;0.95067
73.7904;0.950399
74.4732;0.950129
75.1623;0.949859
75.8578;0.949591
76.5597;0.949323
77.2681;0.949056
77.983;0.948791
78.7046;0.948526
79.4328;0.948262
80.1678;0.948
80.9096;0.947739
81.6582;0.947479
82.4138;0.947221
83.1764;0.946964
83.946;0.946708
84.7227;0.946454
85.5067;0.946202
86.2979;0.945951
87.0964;0.945702
87.9023;0.945454
88.7156;0.945209
89.5365;0.944965
90.3649;0.944723
91.2011;0.944483
92.045;0.944245
92.8966;0.944009
93.7562;0.943775
94.6237;0.943543
95.4993;0.943313
96.3829;0.943086
97.2747;0.942861
98.1748;0.942638
99.0832;0.942417
100;0.942198
100.925;0.941982
101.859;0.941769
102.802;0.941558
103.753;0.941349
104.713;0.941143
105.682;0.940939
106.66;0.940738
107.647;0.94054
108.643;0.940344
109.648;0.940151
110.662;0.93996
111.686;0.939772
112.72;0.939586
113.763;0.939404
114.815;0.939224
115.878;0.939046
116.95;0.938872
118.032;0.9387
119.124;0.938531
120.226;0.938364
121.339;0.9382
122.462;0.938039
123.595;0.937881
124.738;0.937725
125.893;0.937572
127.057;0.937422
128.233;0.937274
129.42;0.937129
130.617;0.936987
131.826;0.936847
133.045;0.93671
134.276;0.936575
135.519;0.936443
136.773;0.936314
138.038;0.936187
139.316;0.936062
140.605;0.93594
141.906;0.935821
143.219;0.935704
144.544;0.935589
145.881;0.935477
147.231;0.935366
148.594;0.935259
149.968;0.935153
151.356;0.93505
152.757;0.934949
154.17;0.93485
155.597;0.934753
157.036;0.934658
158.489;0.934565
159.956;0.934474
161.436;0.934386
162.93;0.934299
164.437;0.934214
165.959;0.93413
167.494;0.934049
169.044;0.933969
170.608;0.933891
172.187;0.933815
173.78;0.93374
175.388;0.933667
177.011;0.933596
178.649;0.933525
180.302;0.933457
181.97;0.93339
183.654;0.933324
185.353;0.933259
187.068;0.933196
188.799;0.933134
190.546;0.933074
192.309;0.933014
194.089;0.932956
195.884;0.932899
197.697;0.932842
199.526;0.932787
201.372;0.932733
203.236;0.93268
205.116;0.932628
207.014;0.932576
208.93;0.932526
210.863;0.932476
212.814;0.932427
214.783;0.932379
216.77;0.932331
218.776;0.932285
220.8;0.932239
222.844;0.932193
224.905;0.932148
226.986;0.932104
229.087;0.932061
231.206;0.932018
233.346;0.931975
235.505;0.931933
237.684;0.931891
239.883;0.93185
242.103;0.931809
244.343;0.931769
246.604;0.931729
248.886;0.93169
251.189;0.93165
253.513;0.931611
255.859;0.931573
258.226;0.931535
260.615;0.931497
263.027;0.931459
265.461;0.931421
267.917;0.931384
270.396;0.931347
272.898;0.931311
275.423;0.931274
277.971;0.931238
280.543;0.931202
283.139;0.931166
285.759;0.93113
288.403;0.931094
291.072;0.931059
293.765;0.931024
296.483;0.930988
299.226;0.930953
301.995;0.930918
304.789;0.930884
307.61;0.930849
310.456;0.930814
313.329;0.93078
316.228;0.930746
319.154;0.930711
322.107;0.930677
325.087;0.930643
328.095;0.930609
331.131;0.930575
334.195;0.930542
337.287;0.930508
340.408;0.930474
343.558;0.930441
346.737;0.930407
349.945;0.930374
353.183;0.93034
356.451;0.930307
359.749;0.930274
363.078;0.93024
366.438;0.930207
369.828;0.930174
373.25;0.930141
376.704;0.930108
380.189;0.930075
383.707;0.930042
387.258;0.93001
390.841;0.929977
394.457;0.929944
398.107;0.929911
401.791;0.929879
405.509;0.929846
409.261;0.929814
413.048;0.929781
416.869;0.929749
420.727;0.929717
424.62;0.929684
428.549;0.929652
432.514;0.92962
436.516;0.929588
440.555;0.929555
444.631;0.929523
448.745;0.929491
452.898;0.929459
457.088;0.929427
461.318;0.929395
465.586;0.929363
469.894;0.929331
474.242;0.9293
478.63;0.929268
483.059;0.929236
487.528;0.929204
492.04;0.929173
496.592;0.929141
501.187;0.929109
505.825;0.929078
510.505;0.929046
515.229;0.929015
519.996;0.928983
524.807;0.928952
529.663;0.928921
534.564;0.928889
539.511;0.928858
544.503;0.928827
549.541;0.928795
554.626;0.928764
559.758;0.928733
564.937;0.928702
570.164;0.92867
575.44;0.928639
580.764;0.928608
586.138;0.928577
591.562;0.928546
597.035;0.928515
602.56;0.928484
608.135;0.928453
613.762;0.928422
619.441;0.928391
625.173;0.92836
630.957;0.928329
636.796;0.928298
642.688;0.928267
648.634;0.928236
654.636;0.928205
660.693;0.928174
666.807;0.928144
672.977;0.928113
679.204;0.928082
685.488;0.928051
691.831;0.92802
698.232;0.927989
704.693;0.927958
711.214;0.927927
717.794;0.927896
724.436;0.927865
731.139;0.927835
737.904;0.927804
744.732;0.927773
751.623;0.927742
758.578;0.927711
765.597;0.92768
772.681;0.927649
779.83;0.927618
787.046;0.927587
794.328;0.927556
801.678;0.927525
809.096;0.927494
816.582;0.927463
824.138;0.927432
831.764;0.927401
839.46;0.92737
847.227;0.92734
855.067;0.927309
862.979;0.927279
870.964;0.927249
879.023;0.927219
887.156;0.92719
895.365;0.927161
903.649;0.927133
912.011;0.927105
920.45;0.927077
928.966;0.927051
937.562;0.927025
946.237;0.926999
954.993;0.926975
963.829;0.92695
972.747;0.926927
981.748;0.926904
990.832;0.926881
1000;0.926859
