p2;A
0.00704693;1.19458
0.00717794;1.19436
0.00731139;1.19415
0.00744732;1.19393
0.00758578;1.19372
0.00772681;1.19351
0.00787046;1.1933
0.00801678;1.19309
0.00816582;1.19289
0.00831764;1.19269
0.00847227;1.19248
0.00862979;1.19229
0.00879023;1.19209
0.00895365;1.19189
0.00912011;1.1917
0.00928966;1.1915
0.00946237;1.19131
0.00963829;1.19112
0.00981748;1.19094
0.01;1.19075
0.0101859;1.19057
0.0103753;1.19038
0.0105682;1.1902
0.0107647;1.19002
0.0109648;1.18984
0.0111686;1.18967
0.0113763;1.18949
0.0115878;1.18932
0.0118032;1.18914
0.0120226;1.18897
0.0122462;1.1888
0.0124738;1.18863
0.0127057;1.18847
0.012942;1.1883
0.0131826;1.18814
0.0134276;1.18798
0.0136773;1.18781
0.0139316;1.18765
0.0141906;1.18749
0.0144544;1.18734
0.0147231;1.18718
0.0149968;1.18703
0.0152757;1.18687
0.0155597;1.18672
0.0158489;1.18657
0.0161436;1.18642
0.0164437;1.18627
0.0167494;1.18612
0.0170608;1.18597
0.017378;1.18583
0.0177011;1.18568
0.0180302;1.18554
0.0183654;1.1854
0.0187068;1.18526
0.0190546;1.18512
0.0194089;1.18498
0.0197697;1.18484
0.0201372;1.1847
0.0205116;1.18456
0.020893;1.18443
0.0212814;1.1843
0.021677;1.18416
0.02208;1.18403
0.0224905;1.1839
0.0229087;1.18377
0.0233346;1.18364
0.0237684;1.18351
0.0242103;1.18338
0.0246604;1.18325
0.0251189;1.18313
0.0255859;1.183
0.0260615;1.18288
0.0265461;1.18275
0.0270396;1.18263
0.0275423;1.18251
0.0280543;1.18239
0.0285759;1.18227
0.0291072;1.18215
0.0296483;1.18203
0.0301995;1.18191
0.030761;1.18179
0.0313329;1.18167
0.0319154;1.18156
0.0325087;1.18144
0.0331131;1.18133
0.0337287;1.18121
0.0343558;1.1811
0.0349945;1.18098
0.0356451;1.18087
0.0363078;1.18076
0.0369828;1.18065
0.0376704;1.18054
0.0383707;1.18043
0.0390841;1.18031
0.0398107;1.18021
0.0405509;1.1801
0.0413048;1.17999
0.0420727;1.17988
0.0428549;1.17977
0.0436516;1.17966
0.0444631;1.17956
0.0452898;1.17945
0.0461318;1.17934
0.0469894;1.17924
0.047863;1.17913
0.0487528;1.17902
0.0496592;1.17892
0.0505825;1.17881
0.0515229;1.17871
0.0524807;1.1786
0.0534564;1.1785
0.0544503;1.17839
0.0554626;1.17829
0.0564937;1.17819
0.057544;1.17808
0.0586138;1.17798
0.0597035;1.17788
0.0608135;1.17777
0.0619441;1.17767
0.0630957;1.17757
0.0642688;1.17746
0.0654636;1.17736
0.0666807;1.17726
0.0679204;1.17715
0.0691831;1.17705
0.0704693;1.17695
0.0717794;1.17684
0.0731139;1.17674
0.0744732;1.17664
0.0758578;1.17653
0.0772681;1.17643
0.0787046;1.17633
0.0801678;1.17622
0.0816582;1.17612
0.0831764;1.17601
0.0847227;1.17591
0.0862979;1.17581
0.0879023;1.1757
0.0895365;1.17559
0.0912011;1.17549
0.0928966;1.17538
0.0946237;1.17528
0.0963829;1.17517
0.0981748;1.17506
0.1;1.17496
0.101859;1.17485
0.103753;1.17474
0.105682;1.17463
0.107647;1.17452
0.109648;1.17441
0.111686;1.1743
0.113763;1.17419
0.115878;1.17408
0.118032;1.17397
0.120226;1.17386
0.122462;1.17374
0.124738;1.17363
0.127057;1.17352
0.12942;1.1734
0.131826;1.17328
0.134276;1.17317
0.136773;1.17305
0.139316;1.17293
0.141906;1.17281
0.144544;1.17269
0.147231;1.17257
0.149968;1.17245
0.152757;1.17233
0.155597;1.17221
0.158489;1.17208
0.161436;1.17196
0.164437;1.17183
0.167494;1.1717
0.170608;1.17158
0.17378;1.17145
0.177011;1.17132
0.180302;1.17118
0.183654;1.17105
0.187068;1.17092
0.190546;1.17078
0.194089;1.17065
0.197697;1.17051
0.201372;1.17037
0.205116;1.17023
0.20893;1.17009
0.212814;1.16994
0.21677;1.1698
0.2208;1.16965
0.224905;1.1695
0.229087;1.16935
0.233346;1.1692
0.237684;1.16905
0.242103;1.16889
0.246604;1.16873
0.251189;1.16857
0.255859;1.16841
0.260615;1.16825
0.265461;1.16808
0.270396;1.16792
0.275423;1.16775
0.280543;1.16758
0.285759;1.1674
0.291072;1.16722
0.296483;1.16705
0.301995;1.16687
0.30761;1.16668
0.313329;1.1665
0.319154;1.16631
0.325087;1.16612
0.331131;1.16592
0.337287;1.16573
0.343558;1.16553
0.349945;1.16533
0.356451;1.16512
0.363078;1.16492
0.369828;1.16471
0.376704;1.1645
0.383707;1.16428
0.390841;1.16406
0.398107;1.16384
0.405509;1.16362
0.413048;1.16339
0.420727;1.16316
0.428549;1.16293
0.436516;1.16269
0.444631;1.16245
0.452898;1.16221
0.461318;1.16197
0.469894;1.16172
0.47863;1.16147
0.487528;1.16121
0.496592;1.16095
0.505825;1.16069
0.515229;1.16042
0.524807;1.16015
0.534564;1.15988
0.544503;1.1596
0.554626;1.15931
0.564937;1.15903
0.57544;1.15874
0.586138;1.15844
0.597035;1.15814
0.608135;1.15783
0.619441;1.15753
0.630957;1.15721
0.642688;1.15689
0.654636;1.15657
0.666807;1.15624
0.679204;1.15591
0.691831;1.15557
0.704693;1.15522
0.717794;1.15487
0.731139;1.15452
0.744732;1.15416
0.758578;1.1538
0.772681;1.15343
0.787046;1.15305
0.801678;1.15267
0.816582;1.15229
0.831764;1.1519
0.847227;1.1515
0.862979;1.1511
0.879023;1.15069
0.895365;1.15028
0.912011;1.14986
0.928966;1.14944
0.946237;1.14901
0.963829;1.14857
0.981748;1.14813
1;1.14768
1.01859;1.14722
1.03753;1.14676
1.05682;1.14629
1.07647;1.14581
1.09648;1.14533
1.11686;1.14484
1.13763;1.14434
1.15878;1.14384
1.18032;1.14333
1.20226;1.14281
1.22462;1.14228
1.24738;1.14174
1.27057;1.1412
1.2942;1.14065
1.31826;1.1401
1.34276;1.13954
1.36773;1.13897
1.39316;1.13839
1.41906;1.1378
1.44544;1.13721
1.47231;1.13661
1.49968;1.13601
1.52757;1.13539
1.55597;1.13477
1.58489;1.13414
1.61436;1.1335
1.64437;1.13285
1.67494;1.13219
1.70608;1.13152
1.7378;1.13085
1.77011;1.13017
1.80302;1.12947
1.83654;1.12877
1.87068;1.12806
1.90546;1.12734
1.94089;1.12662
1.97697;1.12588
2.01372;1.12514
2.05116;1.12439
2.0893;1.12363
2.12814;1.12287
2.1677;1.12209
2.208;1.12131
2.24905;1.12051
2.29087;1.11971
2.33346;1.1189
2.37684;1.11808
2.42103;1.11725
2.46604;1.11641
2.51189;1.11556
2.55859;1.1147
2.60615;1.11384
2.65461;1.11296
2.70396;1.11208
2.75423;1.11119
2.80543;1.11029
2.85759;1.10938
2.91072;1.10847
2.96483;1.10755
3.01995;1.10661
3.0761;1.10568
3.13329;1.10473
3.19154;1.10377
3.25087;1.1028
3.31131;1.10183
3.37287;1.10085
3.43558;1.09986
3.49945;1.09886
3.56451;1.09785
3.63078;1.09684
3.69828;1.09582
3.76704;1.09479
3.83707;1.09376
3.90841;1.09272
3.98107;1.09168
4.05509;1.09062
4.13048;1.08956
4.20727;1.08849
4.28549;1.08742
4.36516;1.08634
4.44631;1.08525
4.52898;1.08416
4.61318;1.08306
4.69894;1.08196
4.7863;1.08085
4.87528;1.07974
4.96592;1.07863
5.05825;1.07751
5.15229;1.07638
5.24807;1.07525
5.34564;1.07412
5.44503;1.07298
5.54626;1.07184
5.64937;1.07069
5.7544;1.06954
5.86138;1.06839
5.97035;1.06724
6.08135;1.06609
6.19441;1.06493
6.30957;1.06378
6.42688;1.06262
6.54636;1.06145
6.66807;1.06029
6.79204;1.05913
6.91831;1.05796
7.04693;1.0568
7.17794;1.05564
7.31139;1.05447
7.44732;1.05331
7.58578;1.05215
7.72681;1.05099
7.87046;1.04983
8.01678;1.04867
8.16582;1.04751
8.31764;1.04636
8.47227;1.04521
8.62979;1.04406
8.79023;1.04291
8.95365;1.04177
9.12011;1.04063
9.28966;1.03949
9.46237;1.03836
9.63829;1.03723
9.81748;1.03611
10.0925;1.03443
10.1859;1.03387
10.2802;1.03332
10.3753;1.03276
10.4713;1.03221
10.5682;1.03166
10.666;1.0311
10.7647;1.03055
10.8643;1.03001
10.9648;1.02946
11.0662;1.02891
11.1686;1.02837
11.272;1.02783
11.3763;1.02729
11.4815;1.02675
11.5878;1.02621
11.695;1.02567
11.8032;1.02514
11.9124;1.0246
12.0226;1.02407
12.1339;1.02354
12.2462;1.02301
12.3595;1.02249
12.4738;1.02196
12.5893;1.02144
12.7057;1.02091
12.8233;1.02039
12.942;1.01987
13.0617;1.01936
13.1826;1.01884
13.3045;1.01833
13.4276;1.01782
13.5519;1.01731
13.6773;1.0168
13.8038;1.0163
13.9316;1.01579
14.0605;1.01529
14.1906;1.01479
14.3219;1.01429
14.4544;1.0138
14.5881;1.0133
14.7231;1.01281
14.8594;1.01232
14.9968;1.01183
15.1356;1.01134
15.2757;1.01086
15.417;1.01038
15.5597;1.0099
15.7036;1.00942
15.8489;1.00894
15.9956;1.00847
16.1436;1.008
16.293;1.00753
16.4437;1.00706
16.5959;1.00659
16.7494;1.00613
16.9044;1.00567
17.0608;1.00521
17.2187;1.00475
17.378;1.00429
17.5388;1.00384
17.7011;1.00339
17.8649;1.00294
18.0302;1.0025
18.197;1.00205
18.3654;1.00161
18.5353;1.00117
18.7068;1.00073
18.8799;1.0003
19.0546;0.999865
19.2309;0.999435
19.4089;0.999006
19.5884;0.998581
19.7697;0.998157
19.9526;0.997735
20.1372;0.997316
20.3236;0.9969
20.5116;0.996485
20.7014;0.996073
20.893;0.995663
21.0863;0.995256
21.2814;0.994851
21.4783;0.994449
21.677;0.994048
21.8776;0.993651
22.08;0.993255
22.2844;0.992862
22.4905;0.992472
22.6986;0.992083
22.9087;0.991698
23.1206;0.991314
23.3346;0.990933
23.5505;0.990555
23.7684;0.990179
23.9883;0.989805
24.2103;0.989434
24.4343;0.989065
24.6604;0.988699
24.8886;0.988335
25.1189;0.987973
25.3513;0.987614
25.5859;0.987258
25.8226;0.986904
26.0615;0.986552
26.3027;0.986203
26.5461;0.985856
26.7917;0.985511
27.0396;0.985169
27.2898;0.984829
27.5423;0.984492
27.7971;0.984157
28.0543;0.983824
28.3139;0.983494
28.5759;0.983166
28.8403;0.98284
29.1072;0.982517
29.3765;0.982196
29.6483;0.981877
29.9226;0.98156
30.1995;0.981245
30.4789;0.980933
30.761;0.980623
31.0456;0.980314
31.3329;0.980008
31.6228;0.979704
31.9154;0.979402
32.2107;0.979102
32.5087;0.978804
32.8095;0.978507
33.1131;0.978213
33.4195;0.97792
33.7287;0.977629
34.0408;0.97734
34.3558;0.977053
34.6737;0.976767
34.9945;0.976483
35.3183;0.9762
35.6451;0.975919
35.9749;0.975639
36.3078;0.975361
36.6438;0.975084
36.9828;0.974808
37.325;0.974534
37.6704;0.974261
38.0189;0.973989
38.3707;0.973718
38.7258;0.973448
39.0841;0.973179
39.4457;0.972911
39.8107;0.972644
40.1791;0.972377
40.5509;0.972112
40.9261;0.971847
41.3048;0.971583
41.6869;0.97132
42.0727;0.971057
42.462;0.970794
42.8549;0.970532
43.2514;0.970271
43.6516;0.97001
44.0555;0.969749
44.4631;0.969488
44.8745;0.969228
45.2898;0.968968
45.7088;0.968708
46.1318;0.968448
46.5586;0.968188
46.9894;0.967928
47.4242;0.967668
47.863;0.967408
48.3059;0.967148
48.7528;0.966888
49.204;0.966628
49.6592;0.966367
50.1187;0.966107
50.5825;0.965846
51.0505;0.965585
51.5229;0.965323
51.9996;0.965062
52.4807;0.9648
52.9663;0.964538
53.4564;0.964275
53.9511;0.964012
54.4503;0.963749
54.9541;0.963485
55.4626;0.963221
55.9758;0.962957
56.4937;0.962692
57.0164;0.962427
57.544;0.962162
58.0764;0.961896
58.6138;0.96163
59.1562;0.961364
59.7035;0.961097
60.256;0.96083
60.8135;0.960563
61.3762;0.960296
61.9441;0.960028
62.5173;0.959761
63.0957;0.959493
63.6796;0.959225
64.2688;0.958957
64.8634;0.958689
65.4636;0.958421
66.0693;0.958153
66.6807;0.957885
67.2977;0.957617
67.9204;0.957349
68.5488;0.957081
69.1831;0.956814
69.8232;0.956547
70.4693;0.95628
71.1214;0.956014
71.7794;0.955748
72.4436;0.955482
73.1139;0.955217
73.7904;0.954953
74.4732;0.954689
75.1623;0.954426
75.8578;0.954164
76.5597;0.953902
77.2681;0.953641
77.983;0.953382
78.7046;0.953123
79.4328;0.952865
80.1678;0.952608
80.9096;0.952352
81.6582;0.952098
82.4138;0.951845
83.1764;0.951593
83.946;0.951342
84.7227;0.951093
85.5067;0.950845
86.2979;0.950599
87.0964;0.950354
87.9023;0.950111
88.7156;0.94987
89.5365;0.94963
90.3649;0.949393
91.2011;0.949156
92.045;0.948922
92.8966;0.94869
93.7562;0.94846
94.6237;0.948231
95.4993;0.948005
96.3829;0.947781
97.2747;0.947559
98.1748;0.947339
99.0832;0.947122
100;0.946907
100.925;0.946694
101.859;0.946483
102.802;0.946274
103.753;0.946069
104.713;0.945865
105.682;0.945664
106.66;0.945465
107.647;0.945269
108.643;0.945076
109.648;0.944885
110.662;0.944696
111.686;0.94451
112.72;0.944327
113.763;0.944146
114.815;0.943968
115.878;0.943793
116.95;0.94362
118.032;0.94345
119.124;0.943283
120.226;0.943118
121.339;0.942956
122.462;0.942796
123.595;0.942639
124.738;0.942485
125.893;0.942333
127.057;0.942185
128.233;0.942038
129.42;0.941894
130.617;0.941753
131.826;0.941615
133.045;0.941479
134.276;0.941345
135.519;0.941214
136.773;0.941086
138.038;0.94096
139.316;0.940837
140.605;0.940716
141.906;0.940597
143.219;0.940481
144.544;0.940367
145.881;0.940255
147.231;0.940146
148.594;0.940039
149.968;0.939934
151.356;0.939832
152.757;0.939731
154.17;0.939633
155.597;0.939537
157.036;0.939443
158.489;0.93935
159.956;0.93926
161.436;0.939172
162.93;0.939086
164.437;0.939001
165.959;0.938918
167.494;0.938837
169.044;0.938758
170.608;0.938681
172.187;0.938605
173.78;0.938531
175.388;0.938458
177.011;0.938387
178.649;0.938317
180.302;0.938249
181.97;0.938182
183.654;0.938117
185.353;0.938053
187.068;0.93799
188.799;0.937928
190.546;0.937868
192.309;0.937809
194.089;0.937751
195.884;0.937694
197.697;0.937638
199.526;0.937583
201.372;0.937529
203.236;0.937476
205.116;0.937424
207.014;0.937373
208.93;0.937323
210.863;0.937274
212.814;0.937225
214.783;0.937177
216.77;0.93713
218.776;0.937083
220.8;0.937037
222.844;0.936992
224.905;0.936948
226.986;0.936904
229.087;0.93686
231.206;0.936817
233.346;0.936775
235.505;0.936733
237.684;0.936692
239.883;0.936651
242.103;0.93661
244.343;0.93657
246.604;0.93653
248.886;0.936491
251.189;0.936452
253.513;0.936413
255.859;0.936375
258.226;0.936336
260.615;0.936299
263.027;0.936261
265.461;0.936224
267.917;0.936187
270.396;0.93615
272.898;0.936113
275.423;0.936077
277.971;0.936041
280.543;0.936005
283.139;0.935969
285.759;0.935933
288.403;0.935898
291.072;0.935862
293.765;0.935827
296.483;0.935792
299.226;0.935757
301.995;0.935722
304.789;0.935688
307.61;0.935653
310.456;0.935619
313.329;0.935584
316.228;0.93555
319.154;0.935516
322.107;0.935482
325.087;0.935448
328.095;0.935414
331.131;0.93538
334.195;0.935346
337.287;0.935312
340.408;0.935279
343.558;0.935245
346.737;0.935212
349.945;0.935178
353.183;0.935145
356.451;0.935112
359.749;0.935079
363.078;0.935045
366.438;0.935012
369.828;0.934979
373.25;0.934946
376.704;0.934913
380.189;0.93488
383.707;0.934848
387.258;0.934815
390.841;0.934782
394.457;0.934749
398.107;0.934717
401.791;0.934684
405.509;0.934652
409.261;0.934619
413.048;0.934587
416.869;0.934554
420.727;0.934522
424.62;0.93449
428.549;0.934457
432.514;0.934425
436.516;0.934393
440.555;0.934361
444.631;0.934329
448.745;0.934296
452.898;0.934264
457.088;0.934232
461.318;0.934201
465.586;0.934169
469.894;0.934137
474.242;0.934105
478.63;0.934073
483.059;0.934041
487.528;0.93401
492.04;0.933978
496.592;0.933946
501.187;0.933915
505.825;0.933883
510.505;0.933851
515.229;0.93382
519.996;0.933788
524.807;0.933757
529.663;0.933725
534.564;0.933694
539.511;0.933663
544.503;0.933631
549.541;0.9336
554.626;0.933569
559.758;0.933537
564.937;0.933506
570.164;0.933475
575.44;0.933444
580.764;0.933413
586.138;0.933382
591.562;0.93335
597.035;0.933319
602.56;0.933288
608.135;0.933257
613.762;0.933226
619.441;0.933195
625.173;0.933164
630.957;0.933133
636.796;0.933102
642.688;0.933071
648.634;0.93304
654.636;0.933009
660.693;0.932978
666.807;0.932947
672.977;0.932916
679.204;0.932885
685.488;0.932854
691.831;0.932823
698.232;0.932792
704.693;0.932761
711.214;0.93273
717.794;0.932699
724.436;0.932668
731.139;0.932637
737.904;0.932606
744.732;0.932575
751.623;0.932544
758.578;0.932513
765.597;0.932482
772.681;0.932451
779.83;0.93242
787.046;0.932389
794.328;0.932358
801.678;0.932327
809.096;0.932296
816.582;0.932264
824.138;0.932234
831.764;0.932203
839.46;0.932172
847.227;0.932141
855.067;0.932111
862.979;0.93208
870.964;0.93205
879.023;0.932021
887.156;0.931991
895.365;0.931962
903.649;0.931934
912.011;0.931906
920.45;0.931878
928.966;0.931851
937.562;0.931825
946.237;0.9318
954.993;0.931775
963.829;0.931751
972.747;0.931727
981.748;0.931704
990.832;0.931681
1000;0.931659
