p2;M
0.0180302;4.67944
0.0183654;4.67992
0.0187068;4.6804
0.0190546;4.68087
0.0194089;4.68133
0.0197697;4.68179
0.0201372;4.68225
0.0205116;4.6827
0.020893;4.68315
0.0212814;4.6836
0.021677;4.68404
0.02208;4.68447
0.0224905;4.68491
0.0229087;4.68533
0.0233346;4.68576
0.0237684;4.68618
0.0242103;4.68659
0.0246604;4.687
0.0251189;4.68741
0.0255859;4.68782
0.0260615;4.68822
0.0265461;4.68861
0.0270396;4.689
0.0275423;4.68939
0.0280543;4.68978
0.0285759;4.69016
0.0291072;4.69054
0.0296483;4.69091
0.0301995;4.69128
0.030761;4.69165
0.0313329;4.69201
0.0319154;4.69237
0.0325087;4.69272
0.0331131;4.69308
0.0337287;4.69342
0.0343558;4.69377
0.0349945;4.69411
0.0356451;4.69445
0.0363078;4.69478
0.0369828;4.69512
0.0376704;4.69544
0.0383707;4.69577
0.0390841;4.69609
0.0398107;4.69641
0.0405509;4.69673
0.0413048;4.69704
0.0420727;4.69735
0.0428549;4.69765
0.0436516;4.69796
0.0444631;4.69825
0.0452898;4.69855
0.0461318;4.69884
0.0469894;4.69913
0.047863;4.69942
0.0487528;4.69971
0.0496592;4.69999
0.0505825;4.70027
0.0515229;4.70054
0.0524807;4.70081
0.0534564;4.70108
0.0544503;4.70135
0.0554626;4.70161
0.0564937;4.70187
0.057544;4.70213
0.0586138;4.70239
0.0597035;4.70264
0.0608135;4.70289
0.0619441;4.70314
0.0630957;4.70338
0.0642688;4.70362
0.0654636;4.70386
0.0666807;4.7041
0.0679204;4.70433
0.0691831;4.70456
0.0704693;4.70479
0.0717794;4.70501
0.0731139;4.70523
0.0744732;4.70545
0.0758578;4.70567
0.0772681;4.70589
0.0787046;4.7061
0.0801678;4.70631
0.0816582;4.70651
0.0831764;4.70672
0.0847227;4.70692
0.0862979;4.70712
0.0879023;4.70732
0.0895365;4.70751
0.0912011;4.7077
0.0928966;4.70789
0.0946237;4.70808
0.0963829;4.70826
0.0981748;4.70844
0.1;4.70862
0.101859;4.7088
0.103753;4.70897
0.105682;4.70915
0.107647;4.70932
0.109648;4.70948
0.111686;4.70965
0.113763;4.70981
0.115878;4.70997
0.118032;4.71013
0.120226;4.71028
0.122462;4.71043
0.124738;4.71058
0.127057;4.71073
0.12942;4.71087
0.131826;4.71102
0.134276;4.71116
0.136773;4.71129
0.139316;4.71143
0.141906;4.71156
0.144544;4.71169
0.147231;4.71182
0.149968;4.71195
0.152757;4.71207
0.155597;4.71219
0.158489;4.71231
0.161436;4.71243
0.164437;4.71254
0.167494;4.71265
0.170608;4.71276
0.17378;4.71286
0.177011;4.71297
0.180302;4.71307
0.183654;4.71317
0.187068;4.71326
0.190546;4.71336
0.194089;4.71345
0.197697;4.71354
0.201372;4.71362
0.205116;4.71371
0.20893;4.71379
0.212814;4.71387
0.21677;4.71394
0.2208;4.71402
0.224905;4.71409
0.229087;4.71416
0.233346;4.71422
0.237684;4.71429
0.242103;4.71435
0.246604;4.71441
0.251189;4.71446
0.255859;4.71452
0.260615;4.71457
0.265461;4.71462
0.270396;4.71466
0.275423;4.71471
0.280543;4.71475
0.285759;4.71479
0.291072;4.71482
0.296483;4.71485
0.301995;4.71488
0.30761;4.71491
0.313329;4.71494
0.319154;4.71496
0.325087;4.71498
0.331131;4.71499
0.337287;4.71501
0.343558;4.71502
0.349945;4.71503
0.356451;4.71503
0.363078;4.71503
0.369828;4.71503
0.376704;4.71503
0.383707;4.71502
0.390841;4.71501
0.398107;4.715
0.405509;4.71498
0.413048;4.71496
0.420727;4.71494
0.428549;4.71491
0.436516;4.71488
0.444631;4.71485
0.452898;4.71481
0.461318;4.71477
0.469894;4.71472
0.47863;4.71468
0.487528;4.71462
0.496592;4.71457
0.505825;4.71451
0.515229;4.71444
0.524807;4.71438
0.534564;4.71431
0.544503;4.71423
0.554626;4.71415
0.564937;4.71407
0.57544;4.71398
0.586138;4.71389
0.597035;4.7138
0.608135;4.7137
0.619441;4.7136
0.630957;4.7135
0.642688;4.71339
0.654636;4.71327
0.666807;4.71315
0.679204;4.71303
0.691831;4.7129
0.704693;4.71277
0.717794;4.71263
0.731139;4.71249
0.744732;4.71235
0.758578;4.7122
0.772681;4.71204
0.787046;4.71188
0.801678;4.71171
0.816582;4.71154
0.831764;4.71136
0.847227;4.71118
0.862979;4.71099
0.879023;4.7108
0.895365;4.7106
0.912011;4.71039
0.928966;4.71018
0.946237;4.70996
0.963829;4.70974
0.981748;4.70951
1;4.70927
1.01859;4.70903
1.03753;4.70878
1.05682;4.70853
1.07647;4.70827
1.09648;4.708
1.11686;4.70773
1.13763;4.70745
1.15878;4.70716
1.18032;4.70687
1.20226;4.70657
1.22462;4.70627
1.24738;4.70595
1.27057;4.70563
1.2942;4.70531
1.31826;4.70497
1.34276;4.70463
1.36773;4.70427
1.39316;4.70391
1.41906;4.70354
1.44544;4.70317
1.47231;4.70278
1.49968;4.70239
1.52757;4.70198
1.55597;4.70157
1.58489;4.70115
1.61436;4.70073
1.64437;4.70029
1.67494;4.69984
1.70608;4.69939
1.7378;4.69893
1.77011;4.69846
1.80302;4.69798
1.83654;4.69749
1.87068;4.69699
1.90546;4.69648
1.94089;4.69596
1.97697;4.69542
2.01372;4.69488
2.05116;4.69433
2.0893;4.69376
2.12814;4.69319
2.1677;4.6926
2.208;4.692
2.24905;4.69139
2.29087;4.69077
2.33346;4.69014
2.37684;4.6895
2.42103;4.68884
2.46604;4.68818
2.51189;4.6875
2.55859;4.68681
2.60615;4.68611
2.65461;4.68539
2.70396;4.68467
2.75423;4.68392
2.80543;4.68317
2.85759;4.6824
2.91072;4.68161
2.96483;4.68082
3.01995;4.68
3.0761;4.67918
3.13329;4.67834
3.19154;4.67748
3.25087;4.67662
3.31131;4.67574
3.37287;4.67484
3.43558;4.67393
3.49945;4.67301
3.56451;4.67206
3.63078;4.67111
3.69828;4.67013
3.76704;4.66914
3.83707;4.66813
3.90841;4.6671
3.98107;4.66606
4.05509;4.665
4.13048;4.66393
4.20727;4.66284
4.28549;4.66173
4.36516;4.6606
4.44631;4.65946
4.52898;4.6583
4.61318;4.65712
4.69894;4.65592
4.7863;4.6547
4.87528;4.65347
4.96592;4.65221
5.05825;4.65093
5.15229;4.64964
5.24807;4.64833
5.34564;4.64699
5.44503;4.64564
5.54626;4.64427
5.64937;4.64288
5.7544;4.64147
5.86138;4.64003
5.97035;4.63858
6.08135;4.6371
6.19441;4.6356
6.30957;4.63408
6.42688;4.63254
6.54636;4.63098
6.66807;4.6294
6.79204;4.62779
6.91831;4.62617
7.04693;4.62452
7.17794;4.62284
7.31139;4.62115
7.44732;4.61943
7.58578;4.61768
7.72681;4.61592
7.87046;4.61413
8.01678;4.61232
8.16582;4.61049
8.31764;4.60863
8.47227;4.60675
8.62979;4.60484
8.79023;4.60291
8.95365;4.60096
9.12011;4.59898
9.28966;4.59698
9.46237;4.59495
9.63829;4.5929
9.81748;4.59082
10.0925;4.58766
10.1859;4.58659
10.2802;4.58552
10.3753;4.58444
10.4713;4.58336
10.5682;4.58227
10.666;4.58117
10.7647;4.58006
10.8643;4.57896
10.9648;4.57784
11.0662;4.57672
11.1686;4.57559
11.272;4.57445
11.3763;4.57331
11.4815;4.57217
11.5878;4.57101
11.695;4.56985
11.8032;4.56868
11.9124;4.56751
12.0226;4.56633
12.1339;4.56515
12.2462;4.56395
12.3595;4.56276
12.4738;4.56155
12.5893;4.56034
12.7057;4.55912
12.8233;4.5579
12.942;4.55667
13.0617;4.55544
13.1826;4.55419
13.3045;4.55295
13.4276;4.55169
13.5519;4.55043
13.6773;4.54916
13.8038;4.54789
13.9316;4.54661
14.0605;4.54532
14.1906;4.54403
14.3219;4.54273
14.4544;4.54143
14.5881;4.54011
14.7231;4.5388
14.8594;4.53748
14.9968;4.53615
15.1356;4.53481
15.2757;4.53347
15.417;4.53212
15.5597;4.53077
15.7036;4.52941
15.8489;4.52804
15.9956;4.52667
16.1436;4.52529
16.293;4.52391
16.4437;4.52252
16.5959;4.52113
16.7494;4.51973
16.9044;4.51832
17.0608;4.51691
17.2187;4.51549
17.378;4.51407
17.5388;4.51264
17.7011;4.5112
17.8649;4.50976
18.0302;4.50832
18.197;4.50687
18.3654;4.50541
18.5353;4.50395
18.7068;4.50249
18.8799;4.50102
19.0546;4.49954
19.2309;4.49806
19.4089;4.49657
19.5884;4.49508
19.7697;4.49359
19.9526;4.49209
20.1372;4.49059
20.3236;4.48908
20.5116;4.48757
20.7014;4.48605
20.893;4.48453
21.0863;4.48301
21.2814;4.48148
21.4783;4.47995
21.677;4.47842
21.8776;4.47688
22.08;4.47534
22.2844;4.47379
22.4905;4.47224
22.6986;4.47069
22.9087;4.46914
23.1206;4.46758
23.3346;4.46603
23.5505;4.46447
23.7684;4.4629
23.9883;4.46134
24.2103;4.45977
24.4343;4.4582
24.6604;4.45663
24.8886;4.45506
25.1189;4.45348
25.3513;4.45191
25.5859;4.45033
25.8226;4.44875
26.0615;4.44718
26.3027;4.4456
26.5461;4.44402
26.7917;4.44243
27.0396;4.44085
27.2898;4.43927
27.5423;4.43769
27.7971;4.4361
28.0543;4.43452
28.3139;4.43294
28.5759;4.43136
28.8403;4.42977
29.1072;4.42819
29.3765;4.42661
29.6483;4.42502
29.9226;4.42344
30.1995;4.42186
30.4789;4.42027
30.761;4.41869
31.0456;4.41711
31.3329;4.41553
31.6228;4.41394
31.9154;4.41236
32.2107;4.41078
32.5087;4.4092
32.8095;4.40761
33.1131;4.40603
33.4195;4.40445
33.7287;4.40287
34.0408;4.40128
34.3558;4.3997
34.6737;4.39811
34.9945;4.39652
35.3183;4.39494
35.6451;4.39335
35.9749;4.39176
36.3078;4.39016
36.6438;4.38857
36.9828;4.38697
37.325;4.38537
37.6704;4.38377
38.0189;4.38216
38.3707;4.38056
38.7258;4.37895
39.0841;4.37733
39.4457;4.37571
39.8107;4.37409
40.1791;4.37246
40.5509;4.37083
40.9261;4.36919
41.3048;4.36754
41.6869;4.36589
42.0727;4.36424
42.462;4.36257
42.8549;4.3609
43.2514;4.35923
43.6516;4.35754
44.0555;4.35585
44.4631;4.35415
44.8745;4.35244
45.2898;4.35072
45.7088;4.349
46.1318;4.34726
46.5586;4.34551
46.9894;4.34376
47.4242;4.34199
47.863;4.34021
48.3059;4.33842
48.7528;4.33662
49.204;4.33481
49.6592;4.33298
50.1187;4.33114
50.5825;4.32929
51.0505;4.32743
51.5229;4.32556
51.9996;4.32367
52.4807;4.32176
52.9663;4.31985
53.4564;4.31792
53.9511;4.31597
54.4503;4.31401
54.9541;4.31204
55.4626;4.31005
55.9758;4.30805
56.4937;4.30603
57.0164;4.304
57.544;4.30195
58.0764;4.29989
58.6138;4.29781
59.1562;4.29571
59.7035;4.29361
60.256;4.29148
60.8135;4.28934
61.3762;4.28719
61.9441;4.28502
62.5173;4.28283
63.0957;4.28063
63.6796;4.27842
64.2688;4.27619
64.8634;4.27394
65.4636;4.27168
66.0693;4.26941
66.6807;4.26712
67.2977;4.26482
67.9204;4.2625
68.5488;4.26017
69.1831;4.25783
69.8232;4.25547
70.4693;4.2531
71.1214;4.25072
71.7794;4.24832
72.4436;4.24592
73.1139;4.2435
73.7904;4.24107
74.4732;4.23863
75.1623;4.23618
75.8578;4.23372
76.5597;4.23124
77.2681;4.22876
77.983;4.22627
78.7046;4.22377
79.4328;4.22126
80.1678;4.21875
80.9096;4.21622
81.6582;4.21369
82.4138;4.21115
83.1764;4.20861
83.946;4.20606
84.7227;4.20351
85.5067;4.20094
86.2979;4.19838
87.0964;4.19581
87.9023;4.19324
88.7156;4.19066
89.5365;4.18808
90.3649;4.1855
91.2011;4.18292
92.045;4.18033
92.8966;4.17775
93.7562;4.17516
94.6237;4.17258
95.4993;4.16999
96.3829;4.16741
97.2747;4.16482
98.1748;4.16224
99.0832;4.15966
100;4.15709
100.925;4.15451
101.859;4.15194
102.802;4.14937
103.753;4.14681
104.713;4.14425
105.682;4.1417
106.66;4.13915
107.647;4.13661
108.643;4.13407
109.648;4.13154
110.662;4.12901
111.686;4.12649
112.72;4.12398
113.763;4.12148
114.815;4.11898
115.878;4.1165
116.95;4.11402
118.032;4.11155
119.124;4.10908
120.226;4.10663
121.339;4.10418
122.462;4.10175
123.595;4.09932
124.738;4.09691
125.893;4.0945
127.057;4.0921
128.233;4.08971
129.42;4.08734
130.617;4.08497
131.826;4.08261
133.045;4.08027
134.276;4.07793
135.519;4.0756
136.773;4.07329
138.038;4.07098
139.316;4.06869
140.605;4.06641
141.906;4.06413
143.219;4.06187
144.544;4.05962
145.881;4.05737
147.231;4.05514
148.594;4.05292
149.968;4.05071
151.356;4.04851
152.757;4.04632
154.17;4.04414
155.597;4.04196
157.036;4.0398
158.489;4.03765
159.956;4.03551
161.436;4.03337
162.93;4.03125
164.437;4.02913
165.959;4.02703
167.494;4.02493
169.044;4.02284
170.608;4.02076
172.187;4.01869
173.78;4.01662
175.388;4.01457
177.011;4.01252
178.649;4.01047
180.302;4.00844
181.97;4.00641
183.654;4.00439
185.353;4.00238
187.068;4.00037
188.799;3.99837
190.546;3.99638
192.309;3.99439
194.089;3.9924
195.884;3.99043
197.697;3.98846
199.526;3.98649
201.372;3.98453
203.236;3.98257
205.116;3.98062
207.014;3.97867
208.93;3.97673
210.863;3.97479
212.814;3.97285
214.783;3.97092
216.77;3.96899
218.776;3.96707
220.8;3.96515
222.844;3.96323
224.905;3.96131
226.986;3.9594
229.087;3.95749
231.206;3.95558
233.346;3.95368
235.505;3.95178
237.684;3.94988
239.883;3.94798
242.103;3.94608
244.343;3.94419
246.604;3.9423
248.886;3.94041
251.189;3.93852
253.513;3.93663
255.859;3.93474
258.226;3.93286
260.615;3.93097
263.027;3.92909
265.461;3.92721
267.917;3.92533
270.396;3.92345
272.898;3.92157
275.423;3.91969
277.971;3.91781
280.543;3.91593
283.139;3.91406
285.759;3.91218
288.403;3.91031
291.072;3.90843
293.765;3.90656
296.483;3.90468
299.226;3.90281
301.995;3.90094
304.789;3.89906
307.61;3.89719
310.456;3.89532
313.329;3.89345
316.228;3.89158
319.154;3.88971
322.107;3.88783
325.087;3.88596
328.095;3.88409
331.131;3.88222
334.195;3.88035
337.287;3.87848
340.408;3.87661
343.558;3.87474
346.737;3.87287
349.945;3.871
353.183;3.86913
356.451;3.86726
359.749;3.86539
363.078;3.86352
366.438;3.86166
369.828;3.85979
373.25;3.85792
376.704;3.85605
380.189;3.85418
383.707;3.85231
387.258;3.85045
390.841;3.84858
394.457;3.84671
398.107;3.84484
401.791;3.84298
405.509;3.84111
409.261;3.83924
413.048;3.83738
416.869;3.83551
420.727;3.83364
424.62;3.83178
428.549;3.82991
432.514;3.82805
436.516;3.82618
440.555;3.82432
444.631;3.82245
448.745;3.82059
452.898;3.81872
457.088;3.81686
461.318;3.81499
465.586;3.81313
469.894;3.81127
474.242;3.8094
478.63;3.80754
483.059;3.80568
487.528;3.80382
492.04;3.80196
496.592;3.80009
501.187;3.79823
505.825;3.79637
510.505;3.79451
515.229;3.79265
519.996;3.79079
524.807;3.78893
529.663;3.78707
534.564;3.78521
539.511;3.78335
544.503;3.78149
549.541;3.77963
554.626;3.77778
559.758;3.77592
564.937;3.77406
570.164;3.7722
575.44;3.77035
580.764;3.76849
586.138;3.76663
591.562;3.76478
597.035;3.76292
602.56;3.76106
608.135;3.75921
613.762;3.75735
619.441;3.7555
625.173;3.75364
630.957;3.75178
636.796;3.74993
642.688;3.74807
648.634;3.74622
654.636;3.74436
660.693;3.74251
666.807;3.74065
672.977;3.7388
679.204;3.73694
685.488;3.73509
691.831;3.73324
698.232;3.73138
704.693;3.72952
711.214;3.72767
717.794;3.72581
724.436;3.72396
731.139;3.7221
737.904;3.72025
744.732;3.71839
751.623;3.71653
758.578;3.71468
765.597;3.71282
772.681;3.71096
779.83;3.7091
787.046;3.70724
794.328;3.70538
801.678;3.70352
809.096;3.70166
816.582;3.69979
824.138;3.69793
831.764;3.69606
839.46;3.69419
847.227;3.69232
855.067;3.69045
862.979;3.68858
870.964;3.6867
879.023;3.68482
887.156;3.68294
895.365;3.68106
903.649;3.67918
912.011;3.67729
920.45;3.6754
928.966;3.67351
937.562;3.67162
946.237;3.66973
954.993;3.66784
963.829;3.66596
972.747;3.66407
981.748;3.66219
990.832;3.66032
1000;3.65846
