p2_real;p2_imag;M_real;M_imag
0.693121;-0.8;0.205685;0.190301
0.717141;-0.8;0.201455;0.18583
0.741995;-0.8;0.197176;0.181352
0.767709;-0.8;0.192814;0.176719
0.794314;-0.8;0.18852;0.172028
0.821842;-0.8;0.184229;0.167375
0.850324;-0.8;0.179836;0.16276
0.879792;-0.8;0.175353;0.158122
0.910282;-0.8;0.170825;0.153456
0.941829;-0.8;0.166319;0.148752
0.974468;-0.8;0.1618;0.144323
1.00824;-0.8;0.15697;0.139643
1.04318;-0.8;0.152192;0.1349
1.07933;-0.8;0.147375;0.130136
1.11674;-0.8;0.142533;0.125337
1.15544;-0.8;0.137596;0.120725
1.19548;-0.8;0.132976;0.116355
1.23691;-0.8;0.128596;0.111743
1.27978;-0.8;0.124159;0.107052
1.32413;-0.8;0.119718;0.102405
1.37002;-0.8;0.115295;0.097836
1.4175;-0.8;0.110955;0.093253
1.46662;-0.8;0.10667;0.0888448
1.51745;-0.8;0.102435;0.0845051
1.57004;-0.8;0.0982611;0.0802521
1.62445;-0.8;0.094153;0.0760912
1.68075;-0.8;0.0901125;0.072023
1.73899;-0.8;0.0861432;0.068045
1.79926;-0.8;0.0822372;0.0641471
1.86161;-0.8;0.0783218;0.0603463
1.92613;-0.8;0.074619;0.0568762
1.99288;-0.8;0.0711168;0.0533332
2.06195;-0.8;0.0676676;0.0498962
2.1334;-0.8;0.0643165;0.0465939
2.20734;-0.8;0.0610738;0.0434288
2.28384;-0.8;0.0579421;0.0404016
2.36298;-0.8;0.0549232;0.0375133
2.44487;-0.8;0.0520176;0.0347653
2.5296;-0.8;0.0492227;0.0321588
2.61727;-0.8;0.0465339;0.02969
2.70797;-0.8;0.0439532;0.0273493
2.80182;-0.8;0.04149;0.0251342
2.89892;-0.8;0.0391467;0.0230474
2.99938;-0.8;0.0369202;0.0210895
3.10333;-0.8;0.0348068;0.0192589
3.21088;-0.8;0.0328029;0.0175523
3.32215;-0.8;0.0309052;0.0159655
3.43728;-0.8;0.0291101;0.0144932
3.5564;-0.8;0.0274118;0.0131308
3.67965;-0.8;0.0258151;0.0118832
3.80718;-0.8;0.0243214;0.0107273
3.93912;-0.8;0.0229172;0.00966456
4.07563;-0.8;0.0216011;0.00869235
4.21687;-0.8;0.02037;0.00780545
4.36301;-0.8;0.0192204;0.0069982
4.51422;-0.8;0.0181512;0.00626552
4.67066;-0.8;0.0171501;0.00561466
4.83253;-0.8;0.0162133;0.00501355
5.1071;-0.8;0.0148398;0.00416531
5.21649;-0.8;0.0143555;0.00387778
5.32822;-0.8;0.0138934;0.0036094
5.44235;-0.8;0.0134524;0.00335919
5.55892;-0.8;0.0130317;0.00312635
5.67799;-0.8;0.01263;0.00291013
5.79961;-0.8;0.0122457;0.00270911
5.92384;-0.8;0.0118785;0.00252154
6.05072;-0.8;0.0115283;0.00234665
6.18032;-0.8;0.0111943;0.00218399
6.3127;-0.8;0.0108757;0.00203298
6.44792;-0.8;0.0105717;0.00189293
6.58603;-0.8;0.0102816;0.00176316
6.7271;-0.8;0.0100045;0.00164305
6.87119;-0.8;0.00973966;0.00153196
7.01836;-0.8;0.0094863;0.00142916
7.16869;-0.8;0.0092438;0.00133387
7.32224;-0.8;0.00901174;0.00124544
7.47908;-0.8;0.0087897;0.00116342
7.63928;-0.8;0.00857719;0.00108742
7.80291;-0.8;0.00837368;0.00101707
7.97004;-0.8;0.00817863;0.000951989
8.14076;-0.8;0.00799154;0.000891807
8.31513;-0.8;0.00781189;0.000836124
8.49323;-0.8;0.00763923;0.000784522
8.67515;-0.8;0.00747324;0.000736611
8.86097;-0.8;0.0073136;0.000692084
9.05077;-0.8;0.00716002;0.000650705
9.24463;-0.8;0.00701219;0.000612268
9.44264;-0.8;0.00686978;0.000576576
9.6449;-0.8;0.00673246;0.000543427
9.85149;-0.8;0.00659993;0.0005126
10.0625;-0.8;0.00647194;0.000483873
10.278;-0.8;0.00634826;0.000457049
10.4982;-0.8;0.00622873;0.000431974
10.723;-0.8;0.00611315;0.000408531
10.9527;-0.8;0.00600133;0.000386617
11.1873;-0.8;0.00589308;0.000366129
11.427;-0.8;0.00578819;0.000346952
11.6717;-0.8;0.00568651;0.000328968
11.9217;-0.8;0.00558789;0.000312067
12.1771;-0.8;0.00549224;0.000296166
12.4379;-0.8;0.00539941;0.0002812
12.7043;-0.8;0.00530931;0.000267117
12.9764;-0.8;0.0052218;0.000253861
13.2544;-0.8;0.00513676;0.000241369
13.5383;-0.8;0.0050541;0.000229576
13.8283;-0.8;0.00497372;0.000218425
14.1245;-0.8;0.00489556;0.000207876
14.427;-0.8;0.00481954;0.000197897
14.736;-0.8;0.00474557;0.000188458
15.0517;-0.8;0.00467357;0.000179524
15.3741;-0.8;0.00460348;0.000171057
15.7034;-0.8;0.00453522;0.000163023
16.0397;-0.8;0.00446875;0.000155395
16.3833;-0.8;0.004404;0.000148154
16.7342;-0.8;0.00434092;0.000141282
17.0926;-0.8;0.00427945;0.000134756
17.4587;-0.8;0.00421954;0.000128552
17.8327;-0.8;0.00416115;0.00012265
18.2147;-0.8;0.00410422;0.000117035
18.6048;-0.8;0.00404872;0.000111692
19.0033;-0.8;0.00399461;0.00010661
19.4104;-0.8;0.00394183;0.000101771
19.8261;-0.8;0.00389036;9.71623e-05
20.2508;-0.8;0.00384016;9.27701e-05
20.6845;-0.8;0.00379118;8.85851e-05
21.1276;-0.8;0.00374341;8.45979e-05
21.5801;-0.8;0.00369679;8.07979e-05
22.0424;-0.8;0.00365131;7.71742e-05
22.5145;-0.8;0.00360693;7.37178e-05
22.9968;-0.8;0.00356363;7.04212e-05
23.4893;-0.8;0.00352136;6.72773e-05
23.9925;-0.8;0.00348011;6.42784e-05
24.5064;-0.8;0.00343985;6.14168e-05
25.0313;-0.8;0.00340055;5.86857e-05
25.5674;-0.8;0.00336219;5.60798e-05
26.1151;-0.8;0.00332475;5.35933e-05
26.6745;-0.8;0.00328819;5.12205e-05
27.2458;-0.8;0.0032525;4.89558e-05
27.8294;-0.8;0.00321765;4.67943e-05
28.4255;-0.8;0.00318362;4.47319e-05
29.0343;-0.8;0.0031504;4.27639e-05
29.6562;-0.8;0.00311795;4.0886e-05
30.2915;-0.8;0.00308625;3.90942e-05
30.9403;-0.8;0.00305529;3.73848e-05
31.603;-0.8;0.00302505;3.57542e-05
32.2799;-0.8;0.00299551;3.4199e-05
32.9713;-0.8;0.00296664;3.27157e-05
33.6776;-0.8;0.00293842;3.13012e-05
34.3989;-0.8;0.00291085;2.99526e-05
35.1357;-0.8;0.00288389;2.86669e-05
35.8883;-0.8;0.00285754;2.74412e-05
36.657;-0.8;0.00283177;2.62729e-05
37.4422;-0.8;0.00280656;2.51595e-05
38.2442;-0.8;0.0027819;2.40983e-05
39.0634;-0.8;0.00275777;2.3087e-05
39.9001;-0.8;0.00273416;2.21232e-05
40.7547;-0.8;0.00271104;2.12048e-05
41.6277;-0.8;0.0026884;2.03296e-05
42.5193;-0.8;0.00266623;1.94953e-05
43.43;-0.8;0.00264451;1.87002e-05
44.3603;-0.8;0.00262323;1.79421e-05
45.3105;-0.8;0.00260237;1.72193e-05
46.281;-0.8;0.00258191;1.65299e-05
47.2723;-0.8;0.00256185;1.58722e-05
48.2848;-0.8;0.00254218;1.52445e-05
49.3191;-0.8;0.00252287;1.46454e-05
50.3755;-0.8;0.00250392;1.40731e-05
51.4545;-0.8;0.00248532;1.35264e-05
52.5566;-0.8;0.00246706;1.30038e-05
53.6823;-0.8;0.00244913;1.2504e-05
54.8322;-0.8;0.00243151;1.20258e-05
56.0067;-0.8;0.0024142;1.15679e-05
57.2063;-0.8;0.00239719;1.11294e-05
58.4316;-0.8;0.00238048;1.0709e-05
59.6832;-0.8;0.00236405;1.03058e-05
60.9616;-0.8;0.0023479;9.91895e-06
62.2673;-0.8;0.00233202;9.5475e-06
63.6011;-0.8;0.0023164;9.19063e-06
64.9634;-0.8;0.00230105;8.84759e-06
66.3548;-0.8;0.00228596;8.51765e-06
67.7761;-0.8;0.00227111;8.20016e-06
69.2279;-0.8;0.00225652;7.89449e-06
70.7107;-0.8;0.00224216;7.60006e-06
72.2253;-0.8;0.00222805;7.31634e-06
73.7723;-0.8;0.00221417;7.04284e-06
75.3524;-0.8;0.00220052;6.77909e-06
76.9665;-0.8;0.00218711;6.52468e-06
78.615;-0.8;0.00217392;6.2792e-06
80.2989;-0.8;0.00216096;6.04229e-06
82.0189;-0.8;0.00214822;5.81361e-06
83.7757;-0.8;0.0021357;5.59285e-06
85.5701;-0.8;0.00212339;5.37971e-06
87.403;-0.8;0.00211131;5.17392e-06
89.2751;-0.8;0.00209944;4.97524e-06
91.1873;-0.8;0.00208778;4.78342e-06
93.1405;-0.8;0.00207633;4.59824e-06
95.1355;-0.8;0.00206509;4.41951e-06
97.1733;-0.8;0.00205405;4.24702e-06
99.2547;-0.8;0.00204322;4.08058e-06
101.381;-0.8;0.0020326;3.92003e-06
103.552;-0.8;0.00202217;3.7652e-06
105.77;-0.8;0.00201194;3.61593e-06
108.036;-0.8;0.00200191;3.47206e-06
110.35;-0.8;0.00199207;3.33345e-06
112.713;-0.8;0.00198242;3.19996e-06
115.128;-0.8;0.00197296;3.07145e-06
117.594;-0.8;0.00196368;2.94779e-06
120.112;-0.8;0.00195459;2.82885e-06
122.685;-0.8;0.00194568;2.71449e-06
125.313;-0.8;0.00193695;2.60458e-06
127.997;-0.8;0.00192839;2.49901e-06
130.739;-0.8;0.00192;2.39764e-06
133.539;-0.8;0.00191178;2.30035e-06
136.399;-0.8;0.00190373;2.20702e-06
139.321;-0.8;0.00189583;2.11753e-06
142.305;-0.8;0.00188809;2.03176e-06
145.353;-0.8;0.00188051;1.94958e-06
148.467;-0.8;0.00187308;1.87088e-06
151.647;-0.8;0.00186579;1.79553e-06
154.895;-0.8;0.00185865;1.72342e-06
158.213;-0.8;0.00185165;1.65442e-06
161.602;-0.8;0.00184478;1.58844e-06
165.063;-0.8;0.00183805;1.52534e-06
168.599;-0.8;0.00183144;1.46501e-06
172.21;-0.8;0.00182496;1.40735e-06
175.899;-0.8;0.0018186;1.35224e-06
179.666;-0.8;0.00181236;1.29958e-06
183.515;-0.8;0.00180623;1.24925e-06
187.445;-0.8;0.00180021;1.20117e-06
191.46;-0.8;0.0017943;1.15521e-06
195.561;-0.8;0.00178849;1.1113e-06
199.75;-0.8;0.00178278;1.06932e-06
204.029;-0.8;0.00177717;1.0292e-06
208.399;-0.8;0.00177166;9.90838e-07
212.863;-0.8;0.00176623;9.54151e-07
217.422;-0.8;0.0017609;9.19057e-07
222.079;-0.8;0.00175564;8.85477e-07
226.836;-0.8;0.00175048;8.53335e-07
231.694;-0.8;0.00174539;8.22561e-07
236.657;-0.8;0.00174038;7.93084e-07
241.726;-0.8;0.00173544;7.6484e-07
246.904;-0.8;0.00173058;7.37767e-07
252.193;-0.8;0.00172579;7.11806e-07
257.594;-0.8;0.00172107;6.86901e-07
263.112;-0.8;0.00171642;6.63001e-07
268.748;-0.8;0.00171183;6.40056e-07
274.504;-0.8;0.0017073;6.1802e-07
280.384;-0.8;0.00170284;5.96848e-07
286.389;-0.8;0.00169844;5.76499e-07
292.524;-0.8;0.00169409;5.56935e-07
298.789;-0.8;0.0016898;5.38119e-07
305.189;-0.8;0.00168557;5.20018e-07
311.726;-0.8;0.00168139;5.02597e-07
318.403;-0.8;0.00167727;4.85828e-07
325.223;-0.8;0.0016732;4.69682e-07
332.189;-0.8;0.00166918;4.54131e-07
339.305;-0.8;0.0016652;4.39151e-07
346.572;-0.8;0.00166128;4.24717e-07
353.996;-0.8;0.00165741;4.10807e-07
361.578;-0.8;0.00165358;3.974e-07
369.323;-0.8;0.00164979;3.84474e-07
377.234;-0.8;0.00164605;3.72011e-07
385.314;-0.8;0.00164236;3.59993e-07
393.567;-0.8;0.0016387;3.48401e-07
401.997;-0.8;0.00163509;3.3722e-07
410.608;-0.8;0.00163152;3.26434e-07
419.403;-0.8;0.00162799;3.16027e-07
428.386;-0.8;0.0016245;3.05985e-07
437.562;-0.8;0.00162104;2.96295e-07
446.934;-0.8;0.00161763;2.86943e-07
456.507;-0.8;0.00161425;2.77917e-07
466.285;-0.8;0.00161091;2.69204e-07
476.273;-0.8;0.0016076;2.60793e-07
486.474;-0.8;0.00160432;2.52673e-07
496.894;-0.8;0.00160108;2.44834e-07
507.538;-0.8;0.00159788;2.37264e-07
518.409;-0.8;0.0015947;2.29955e-07
529.513;-0.8;0.00159156;2.22897e-07
540.855;-0.8;0.00158845;2.16081e-07
552.439;-0.8;0.00158537;2.09499e-07
564.272;-0.8;0.00158232;2.03141e-07
576.359;-0.8;0.0015793;1.97e-07
588.704;-0.8;0.0015763;1.91069e-07
601.314;-0.8;0.00157334;1.8534e-07
614.194;-0.8;0.0015704;1.79807e-07
627.349;-0.8;0.00156748;1.74462e-07
640.787;-0.8;0.0015646;1.69299e-07
654.512;-0.8;0.00156174;1.64313e-07
668.531;-0.8;0.0015589;1.59496e-07
682.851;-0.8;0.00155609;1.54845e-07
697.477;-0.8;0.0015533;1.50354e-07
712.417;-0.8;0.00155053;1.46018e-07
727.676;-0.8;0.00154779;1.41833e-07
743.263;-0.8;0.00154506;1.37795e-07
759.183;-0.8;0.00154236;1.339e-07
775.444;-0.8;0.00153968;1.30147e-07
792.054;-0.8;0.00153701;1.26534e-07
809.019;-0.8;0.00153437;1.23059e-07
826.348;-0.8;0.00153174;1.19721e-07
844.048;-0.8;0.00152912;1.16519e-07
862.127;-0.8;0.00152653;1.13446e-07
880.593;-0.8;0.00152394;1.10493e-07
899.455;-0.8;0.00152137;1.07634e-07
918.721;-0.8;0.00151881;1.04826e-07
938.399;-0.8;0.00151627;1.02006e-07
958.499;-0.8;0.00151374;9.90925e-08
979.03;-0.8;0.00151124;9.60069e-08
1000;-0.8;0.00150876;9.27007e-08
0.001;-0.6;0.43921;0.302956
0.00103466;-0.6;0.439198;0.302945
0.00107051;-0.6;0.439185;0.302934
0.00110761;-0.6;0.439172;0.302922
0.001146;-0.6;0.439159;0.30291
0.00118571;-0.6;0.439145;0.302897
0.0012268;-0.6;0.439131;0.302884
0.00126932;-0.6;0.439116;0.302871
0.00131331;-0.6;0.4391;0.302857
0.00135882;-0.6;0.439084;0.302842
0.00140591;-0.6;0.439068;0.302827
0.00145464;-0.6;0.439051;0.302812
0.00150505;-0.6;0.439033;0.302796
0.00155721;-0.6;0.439015;0.302779
0.00161117;-0.6;0.438996;0.302762
0.00166701;-0.6;0.438977;0.302744
0.00172478;-0.6;0.438957;0.302726
0.00178456;-0.6;0.438936;0.302707
0.0018464;-0.6;0.438914;0.302688
0.00191039;-0.6;0.438892;0.302667
0.00197659;-0.6;0.438869;0.302646
0.00204509;-0.6;0.438845;0.302625
0.00211597;-0.6;0.43882;0.302602
0.0021893;-0.6;0.438794;0.302579
0.00226517;-0.6;0.438768;0.302555
0.00234367;-0.6;0.43874;0.30253
0.00242489;-0.6;0.438712;0.302504
0.00250893;-0.6;0.438683;0.302478
0.00259588;-0.6;0.438652;0.30245
0.00268584;-0.6;0.438621;0.302422
0.00277892;-0.6;0.438588;0.302392
0.00287523;-0.6;0.438555;0.302362
0.00297487;-0.6;0.43852;0.30233
0.00307797;-0.6;0.438484;0.302298
0.00318464;-0.6;0.438447;0.302264
0.003295;-0.6;0.438408;0.302229
0.00340919;-0.6;0.438368;0.302193
0.00352734;-0.6;0.438327;0.302156
0.00364958;-0.6;0.438284;0.302117
0.00377606;-0.6;0.43824;0.302077
0.00390693;-0.6;0.438194;0.302036
0.00404232;-0.6;0.438147;0.301993
0.00418241;-0.6;0.438098;0.301949
0.00432736;-0.6;0.438047;0.301903
0.00447733;-0.6;0.437995;0.301856
0.00463249;-0.6;0.437941;0.301807
0.00479303;-0.6;0.437885;0.301756
0.00495914;-0.6;0.437827;0.301704
0.005131;-0.6;0.437767;0.30165
0.00530882;-0.6;0.437705;0.301593
0.0054928;-0.6;0.43764;0.301536
0.00568316;-0.6;0.437574;0.301476
0.00588011;-0.6;0.437505;0.301414
0.00608389;-0.6;0.437434;0.301349
0.00629474;-0.6;0.43736;0.301283
0.00651288;-0.6;0.437284;0.301215
0.00673859;-0.6;0.437205;0.301144
0.00697212;-0.6;0.437124;0.30107
0.00721375;-0.6;0.437039;0.300994
0.00746375;-0.6;0.436952;0.300916
0.00772241;-0.6;0.436862;0.300835
0.00799003;-0.6;0.436768;0.300751
0.00826694;-0.6;0.436672;0.300664
0.00855343;-0.6;0.436572;0.300574
0.00884986;-0.6;0.436468;0.300481
0.00915656;-0.6;0.436361;0.300385
0.00947388;-0.6;0.43625;0.300286
0.00980221;-0.6;0.436136;0.300183
0.0101419;-0.6;0.436017;0.300077
0.0104934;-0.6;0.435894;0.299967
0.010857;-0.6;0.435767;0.299853
0.0112333;-0.6;0.435636;0.299735
0.0116226;-0.6;0.4355;0.299614
0.0120254;-0.6;0.43536;0.299488
0.0124421;-0.6;0.435214;0.299358
0.0128733;-0.6;0.435064;0.299224
0.0133195;-0.6;0.434908;0.299085
0.0137811;-0.6;0.434744;0.298958
0.0142587;-0.6;0.434577;0.29881
0.0147528;-0.6;0.434405;0.298656
0.0152641;-0.6;0.434227;0.298497
0.0157931;-0.6;0.434042;0.298333
0.0163404;-0.6;0.433851;0.298163
0.0169067;-0.6;0.433654;0.297988
0.0174926;-0.6;0.433449;0.297806
0.0180988;-0.6;0.433238;0.297618
0.018726;-0.6;0.433019;0.297424
0.019375;-0.6;0.432793;0.297224
0.0200464;-0.6;0.432558;0.297016
0.0207412;-0.6;0.432316;0.296802
0.02146;-0.6;0.432065;0.29658
0.0222037;-0.6;0.431806;0.296351
0.0229732;-0.6;0.431538;0.296114
0.0237693;-0.6;0.43126;0.295869
0.0245931;-0.6;0.430973;0.295615
0.0254454;-0.6;0.430676;0.295354
0.0263272;-0.6;0.430369;0.295083
0.0272396;-0.6;0.430051;0.294803
0.0281836;-0.6;0.429723;0.294514
0.0291603;-0.6;0.429383;0.294215
0.0301709;-0.6;0.429031;0.293906
0.0312165;-0.6;0.428667;0.293587
0.0322983;-0.6;0.428289;0.293272
0.0334176;-0.6;0.4279;0.292931
0.0345757;-0.6;0.427497;0.292578
0.035774;-0.6;0.427081;0.292213
0.0370138;-0.6;0.426651;0.291837
0.0382965;-0.6;0.426205;0.291447
0.0396237;-0.6;0.425745;0.291045
0.0409969;-0.6;0.425269;0.290629
0.0424177;-0.6;0.424776;0.290199
0.0438877;-0.6;0.424273;0.289902
0.0454086;-0.6;0.423747;0.289443
0.0469823;-0.6;0.423203;0.288969
0.0486105;-0.6;0.422641;0.288479
0.0502952;-0.6;0.422058;0.287986
0.0520382;-0.6;0.421457;0.287463
0.0538416;-0.6;0.420836;0.286922
0.0557075;-0.6;0.420194;0.286364
0.0576381;-0.6;0.41953;0.285787
0.0596356;-0.6;0.418844;0.285191
0.0617023;-0.6;0.418136;0.284576
0.0638407;-0.6;0.417404;0.28394
0.0660531;-0.6;0.416647;0.283284
0.0683422;-0.6;0.415865;0.282619
0.0707107;-0.6;0.415058;0.281919
0.0731612;-0.6;0.414224;0.281198
0.0756967;-0.6;0.413363;0.280453
0.07832;-0.6;0.412474;0.279684
0.0810342;-0.6;0.411556;0.278892
0.0838425;-0.6;0.410607;0.278084
0.0867482;-0.6;0.409628;0.277241
0.0897545;-0.6;0.408617;0.276372
0.092865;-0.6;0.407572;0.275476
0.0960833;-0.6;0.406511;0.274689
0.0994131;-0.6;0.405397;0.273745
0.102858;-0.6;0.404248;0.272765
0.106423;-0.6;0.40306;0.271755
0.110111;-0.6;0.401834;0.270721
0.113927;-0.6;0.400568;0.26965
0.117875;-0.6;0.39926;0.268547
0.12196;-0.6;0.39791;0.267414
0.126187;-0.6;0.396516;0.266244
0.13056;-0.6;0.395076;0.265042
0.135085;-0.6;0.39359;0.263802
0.139766;-0.6;0.392057;0.262525
0.14461;-0.6;0.390497;0.26133
0.149622;-0.6;0.388865;0.259975
0.154807;-0.6;0.387182;0.258581
0.160172;-0.6;0.385446;0.257147
0.165723;-0.6;0.383293;0.255642
0.171466;-0.6;0.381443;0.254122
0.177408;-0.6;0.379537;0.252561
0.183556;-0.6;0.377572;0.250956
0.189918;-0.6;0.375547;0.249307
0.196499;-0.6;0.373484;0.247716
0.203309;-0.6;0.371334;0.245976
0.210355;-0.6;0.369119;0.244191
0.217645;-0.6;0.366837;0.242357
0.225188;-0.6;0.364486;0.240476
0.232992;-0.6;0.362067;0.238545
0.241066;-0.6;0.359578;0.236564
0.249421;-0.6;0.357041;0.234616
0.258065;-0.6;0.354409;0.232537
0.267008;-0.6;0.351702;0.23041
0.276261;-0.6;0.348915;0.228238
0.285835;-0.6;0.346041;0.226018
0.295741;-0.6;0.343086;0.223805
0.30599;-0.6;0.340007;0.22145
0.316595;-0.6;0.336851;0.21898
0.327567;-0.6;0.333686;0.216408
0.338919;-0.6;0.330542;0.21385
0.350664;-0.6;0.327334;0.211259
0.362817;-0.6;0.324031;0.208638
0.37539;-0.6;0.320613;0.205976
0.3884;-0.6;0.317034;0.20325
0.40186;-0.6;0.313303;0.200548
0.415787;-0.6;0.309438;0.197818
0.430196;-0.6;0.305481;0.19502
0.445105;-0.6;0.301456;0.192152
0.460531;-0.6;0.297365;0.189218
0.476491;-0.6;0.293254;0.186208
0.493004;-0.6;0.289201;0.18346
0.510089;-0.6;0.284477;0.180549
0.527767;-0.6;0.279819;0.177343
0.546057;-0.6;0.275079;0.174016
0.564981;-0.6;0.270133;0.170557
0.584561;-0.6;0.265338;0.167073
0.604819;-0.6;0.260249;0.162506
0.625779;-0.6;0.245989;0.162555
0.647466;-0.6;0.249865;0.159698
0.669905;-0.6;0.245234;0.155289
0.693121;-0.6;0.240221;0.151378
0.717141;-0.6;0.235108;0.147608
0.741995;-0.6;0.229929;0.143871
0.767709;-0.6;0.224703;0.140143
0.794314;-0.6;0.219436;0.136408
0.821842;-0.6;0.214127;0.132658
0.850324;-0.6;0.208785;0.128879
0.879792;-0.6;0.203436;0.125102
0.910282;-0.6;0.19805;0.121338
0.941829;-0.6;0.192632;0.117574
0.974468;-0.6;0.187189;0.113813
1.00824;-0.6;0.181731;0.110057
1.04318;-0.6;0.176265;0.106311
1.07933;-0.6;0.170795;0.102581
1.11674;-0.6;0.165322;0.0988755
1.15544;-0.6;0.15984;0.0951942
1.19548;-0.6;0.154347;0.091527
1.23691;-0.6;0.148856;0.0878697
1.27978;-0.6;0.143405;0.0842463
1.32413;-0.6;0.13805;0.0806596
1.37002;-0.6;0.132783;0.0770829
1.4175;-0.6;0.127581;0.0735357
1.46662;-0.6;0.122448;0.0700393
1.51745;-0.6;0.117391;0.0666041
1.57004;-0.6;0.112418;0.0632364
1.62445;-0.6;0.107534;0.0599407
1.68075;-0.6;0.102747;0.0567215
1.73899;-0.6;0.0980634;0.0535843
1.79926;-0.6;0.093488;0.0505365
1.86161;-0.6;0.0890187;0.0475857
1.92613;-0.6;0.0846501;0.0447248
1.99288;-0.6;0.0803981;0.041942
2.06195;-0.6;0.0762819;0.0392452
2.1334;-0.6;0.0723059;0.0366457
2.20734;-0.6;0.0684694;0.0341492
2.28384;-0.6;0.0647725;0.0317587
2.36298;-0.6;0.0612158;0.029476
2.44487;-0.6;0.0577993;0.0273016
2.5296;-0.6;0.0545231;0.0252354
2.61727;-0.6;0.0513858;0.0232755
2.70797;-0.6;0.0483817;0.0214223
2.80182;-0.6;0.0455267;0.0196899
2.89892;-0.6;0.0428193;0.0180456
2.99938;-0.6;0.0402458;0.0165017
3.10333;-0.6;0.0378078;0.0150582
3.21088;-0.6;0.0355032;0.0137126
3.32215;-0.6;0.0333291;0.0124617
3.43728;-0.6;0.0312826;0.0113018
3.5564;-0.6;0.0293626;0.0102315
3.67965;-0.6;0.027553;0.00925315
3.80718;-0.6;0.0258561;0.00834261
3.93912;-0.6;0.0242737;0.00750787
4.07563;-0.6;0.0227978;0.00674542
4.21687;-0.6;0.021423;0.00605073
4.36301;-0.6;0.0201444;0.00541962
4.51422;-0.6;0.0189566;0.00484838
4.67066;-0.6;0.0178534;0.00433277
4.83253;-0.6;0.0168298;0.0038668
5.1071;-0.6;0.0153296;0.00320738
5.21649;-0.6;0.0148032;0.00298384
5.32822;-0.6;0.014302;0.00277534
5.44235;-0.6;0.013825;0.00258108
5.55892;-0.6;0.0133709;0.0024003
5.67799;-0.6;0.0129386;0.00223218
5.79961;-0.6;0.012527;0.00207589
5.92384;-0.6;0.012135;0.00193053
6.05072;-0.6;0.0117618;0.00179539
6.18032;-0.6;0.0114067;0.00166983
6.3127;-0.6;0.0110686;0.00155332
6.44792;-0.6;0.0107468;0.00144531
6.58603;-0.6;0.0104403;0.00134527
6.7271;-0.6;0.0101482;0.00125269
6.87119;-0.6;0.00986982;0.00116705
7.01836;-0.6;0.00960425;0.00108782
7.16869;-0.6;0.00935082;0.00101449
7.32224;-0.6;0.00910886;0.000946587
7.47908;-0.6;0.0088778;0.000883703
7.63928;-0.6;0.00865704;0.000825491
7.80291;-0.6;0.008446;0.000771635
7.97004;-0.6;0.00824412;0.000721829
8.14076;-0.6;0.00805083;0.000675774
8.31513;-0.6;0.00786561;0.000633172
8.49323;-0.6;0.007688;0.000593725
8.67515;-0.6;0.00751755;0.000557155
8.86097;-0.6;0.0073539;0.000523223
9.05077;-0.6;0.00719666;0.000491726
9.24463;-0.6;0.0070455;0.000462487
9.44264;-0.6;0.00690005;0.000435344
9.6449;-0.6;0.00676;0.000410135
9.85149;-0.6;0.00662502;0.0003867
10.0625;-0.6;0.00649484;0.00036488
10.278;-0.6;0.00636921;0.000344531
10.4982;-0.6;0.00624789;0.000325531
10.723;-0.6;0.00613068;0.000307782
10.9527;-0.6;0.00601738;0.000291196
11.1873;-0.6;0.00590777;0.000275689
11.427;-0.6;0.00580166;0.000261177
11.6717;-0.6;0.00569888;0.000247575
11.9217;-0.6;0.00559929;0.000234804
12.1771;-0.6;0.00550273;0.000222798
12.4379;-0.6;0.00540908;0.000211506
12.7043;-0.6;0.00531821;0.000200881
12.9764;-0.6;0.00523001;0.00019088
13.2544;-0.6;0.00514434;0.000181456
13.5383;-0.6;0.00506111;0.000172564
13.8283;-0.6;0.00498021;0.000164162
14.1245;-0.6;0.00490157;0.000156217
14.427;-0.6;0.00482511;0.000148703
14.736;-0.6;0.00475073;0.000141596
15.0517;-0.6;0.00467835;0.000134869
15.3741;-0.6;0.00460791;0.000128495
15.7034;-0.6;0.00453934;0.00012245
16.0397;-0.6;0.00447258;0.000116712
16.3833;-0.6;0.00440756;0.000111267
16.7342;-0.6;0.00434423;0.000106098
17.0926;-0.6;0.00428253;0.000101189
17.4587;-0.6;0.00422241;9.65248e-05
17.8327;-0.6;0.00416382;9.20883e-05
18.2147;-0.6;0.00410671;8.78677e-05
18.6048;-0.6;0.00405104;8.38527e-05
19.0033;-0.6;0.00399677;8.00328e-05
19.4104;-0.6;0.00394385;7.63969e-05
19.8261;-0.6;0.00389224;7.29339e-05
20.2508;-0.6;0.00384191;6.96344e-05
20.6845;-0.6;0.00379282;6.64907e-05
21.1276;-0.6;0.00374493;6.34956e-05
21.5801;-0.6;0.00369822;6.06412e-05
22.0424;-0.6;0.00365264;5.79197e-05
22.5145;-0.6;0.00360817;5.5324e-05
22.9968;-0.6;0.00356478;5.28485e-05
23.4893;-0.6;0.00352244;5.04877e-05
23.9925;-0.6;0.00348112;4.82359e-05
24.5064;-0.6;0.00344079;4.60873e-05
25.0313;-0.6;0.00340143;4.40369e-05
25.5674;-0.6;0.00336302;4.20805e-05
26.1151;-0.6;0.00332552;4.02139e-05
26.6745;-0.6;0.00328891;3.84327e-05
27.2458;-0.6;0.00325317;3.67326e-05
27.8294;-0.6;0.00321828;3.51102e-05
