p2_real;p2_imag;A_real;A_imag
1.15544;-0.8;1.36843;0.104431
1.19548;-0.8;1.3614;0.100672
1.23691;-0.8;1.35427;0.0995239
1.27978;-0.8;1.34812;0.0985434
1.32413;-0.8;1.34221;0.09732
1.37002;-0.8;1.33624;0.0957359
1.4175;-0.8;1.33092;0.0946754
1.46662;-0.8;1.32458;0.0931166
1.51745;-0.8;1.31837;0.0913717
1.57004;-0.8;1.31215;0.0894916
1.62445;-0.8;1.30592;0.0874718
1.68075;-0.8;1.29975;0.0853236
1.73899;-0.8;1.29376;0.0831244
1.79926;-0.8;1.28814;0.0809559
1.86161;-0.8;1.28375;0.0780572
1.92613;-0.8;1.27667;0.0734791
1.99288;-0.8;1.2699;0.0717254
2.06195;-0.8;1.26388;0.0698196
2.1334;-0.8;1.25795;0.0678012
2.20734;-0.8;1.252;0.0657329
2.28384;-0.8;1.24602;0.0636287
2.36298;-0.8;1.24001;0.0614895
2.44487;-0.8;1.23396;0.0592895
2.5296;-0.8;1.22793;0.0569602
2.61727;-0.8;1.22206;0.0544824
2.70797;-0.8;1.21645;0.0520389
2.80182;-0.8;1.21097;0.049796
2.89892;-0.8;1.20547;0.047738
2.99938;-0.8;1.19994;0.0457968
3.10333;-0.8;1.19441;0.043919
3.21088;-0.8;1.1889;0.0420741
3.32215;-0.8;1.18344;0.0402508
3.43728;-0.8;1.1781;0.0384586
3.5564;-0.8;1.173;0.0366433
3.67965;-0.8;1.16774;0.0345639
3.80718;-0.8;1.16241;0.0329687
3.93912;-0.8;1.15728;0.0314884
4.07563;-0.8;1.15224;0.0300601
4.21687;-0.8;1.14724;0.0286881
4.36301;-0.8;1.14229;0.0273938
4.51422;-0.8;1.13721;0.0262173
4.67066;-0.8;1.13226;0.0242591
4.83253;-0.8;1.12797;0.0231107
5.1071;-0.8;1.12062;0.0214026
5.21649;-0.8;1.11781;0.0207667
5.32822;-0.8;1.11501;0.0201442
5.44235;-0.8;1.11222;0.019529
5.55892;-0.8;1.10944;0.0189013
5.67799;-0.8;1.10669;0.0182307
5.79961;-0.8;1.10404;0.017541
5.92384;-0.8;1.10149;0.016914
6.05072;-0.8;1.09896;0.01636
6.18032;-0.8;1.09644;0.0158481
6.3127;-0.8;1.09392;0.0153587
6.44792;-0.8;1.09141;0.0148823
6.58603;-0.8;1.08891;0.014411
6.7271;-0.8;1.08643;0.0139357
6.87119;-0.8;1.08399;0.0134499
7.01836;-0.8;1.0816;0.012962
7.16869;-0.8;1.07926;0.0124951
7.32224;-0.8;1.07697;0.0120643
7.47908;-0.8;1.0747;0.0116659
7.63928;-0.8;1.07244;0.0112891
7.80291;-0.8;1.0702;0.0109236
7.97004;-0.8;1.06797;0.0105612
8.14076;-0.8;1.06577;0.0101969
8.31513;-0.8;1.06361;0.00983223
8.49323;-0.8;1.06149;0.00947654
8.67515;-0.8;1.05941;0.00914019
8.86097;-0.8;1.05736;0.00882622
9.05077;-0.8;1.05533;0.00853022
9.24463;-0.8;1.05332;0.00824488
9.44264;-0.8;1.05133;0.00796371
9.6449;-0.8;1.04936;0.00768359
9.85149;-0.8;1.04743;0.00740657
10.0625;-0.8;1.04554;0.00713862
10.278;-0.8;1.04367;0.00688489
10.4982;-0.8;1.04183;0.00664589
10.723;-0.8;1.04001;0.00641792
10.9527;-0.8;1.03821;0.00619604
11.1873;-0.8;1.03644;0.00597702
11.427;-0.8;1.03469;0.00576117
11.6717;-0.8;1.03297;0.0055518
11.9217;-0.8;1.03128;0.00535229
12.1771;-0.8;1.02962;0.00516329
12.4379;-0.8;1.02798;0.00498252
12.7043;-0.8;1.02635;0.00480672
12.9764;-0.8;1.02476;0.00463405
13.2544;-0.8;1.02318;0.00446524
13.5383;-0.8;1.02164;0.00430253
13.8283;-0.8;1.02012;0.00414752
14.1245;-0.8;1.01862;0.00399968
14.427;-0.8;1.01714;0.00385699
14.736;-0.8;1.01568;0.00371771
15.0517;-0.8;1.01425;0.00358172
15.3741;-0.8;1.01284;0.00345026
15.7034;-0.8;1.01145;0.00332449
16.0397;-0.8;1.01008;0.00320421
16.3833;-0.8;1.00874;0.00308814
16.7342;-0.8;1.00741;0.00297514
17.0926;-0.8;1.00611;0.00286518
17.4587;-0.8;1.00483;0.00275906
17.8327;-0.8;1.00356;0.00265734
18.2147;-0.8;1.00232;0.00255964
18.6048;-0.8;1.0011;0.00246504
19.0033;-0.8;0.9999;0.00237305
19.4104;-0.8;0.998719;0.00228392
19.8261;-0.8;0.997558;0.00219815
20.2508;-0.8;0.996416;0.00211572
20.6845;-0.8;0.995293;0.0020361
21.1276;-0.8;0.994189;0.00195884
21.5801;-0.8;0.993105;0.00188397
22.0424;-0.8;0.99204;0.0018118
22.5145;-0.8;0.990994;0.00174238
22.9968;-0.8;0.989966;0.00167536
23.4893;-0.8;0.988956;0.00161046
23.9925;-0.8;0.987965;0.00154771
24.5064;-0.8;0.986993;0.0014873
25.0313;-0.8;0.986038;0.00142919
25.5674;-0.8;0.985101;0.00137318
26.1151;-0.8;0.984181;0.00131911
26.6745;-0.8;0.983278;0.00126706
27.2458;-0.8;0.982393;0.00121712
27.8294;-0.8;0.981524;0.0011692
28.4255;-0.8;0.980671;0.00112317
29.0343;-0.8;0.979835;0.00107899
29.6562;-0.8;0.979014;0.00103675
30.2915;-0.8;0.978208;0.000996408
30.9403;-0.8;0.977417;0.000957877
31.603;-0.8;0.97664;0.000921107
32.2799;-0.8;0.975876;0.000886117
32.9713;-0.8;0.975126;0.000852894
33.6776;-0.8;0.974388;0.00082136
34.3989;-0.8;0.973662;0.000791461
35.1357;-0.8;0.972947;0.000763183
35.8883;-0.8;0.972242;0.000736494
36.657;-0.8;0.971548;0.000711319
37.4422;-0.8;0.970862;0.000687597
38.2442;-0.8;0.970185;0.000665292
39.0634;-0.8;0.969515;0.000644346
39.9001;-0.8;0.968852;0.000624681
40.7547;-0.8;0.968195;0.000606232
41.6277;-0.8;0.967544;0.000588942
42.5193;-0.8;0.966897;0.000572736
43.43;-0.8;0.966254;0.000557535
44.3603;-0.8;0.965614;0.000543273
45.3105;-0.8;0.964977;0.000529878
46.281;-0.8;0.964343;0.000517272
47.2723;-0.8;0.963709;0.000505381
48.2848;-0.8;0.963077;0.000494136
49.3191;-0.8;0.962445;0.000483466
50.3755;-0.8;0.961814;0.000473299
51.4545;-0.8;0.961182;0.000463572
52.5566;-0.8;0.96055;0.00045422
53.6823;-0.8;0.959918;0.000445182
54.8322;-0.8;0.959284;0.000436402
56.0067;-0.8;0.95865;0.000427829
57.2063;-0.8;0.958015;0.000419411
58.4316;-0.8;0.957379;0.000411105
59.6832;-0.8;0.956742;0.000402871
60.9616;-0.8;0.956105;0.000394673
62.2673;-0.8;0.955468;0.00038648
63.6011;-0.8;0.95483;0.000378265
64.9634;-0.8;0.954193;0.000370005
66.3548;-0.8;0.953557;0.000361683
67.7761;-0.8;0.952922;0.000353283
69.2279;-0.8;0.952289;0.000344797
70.7107;-0.8;0.951657;0.000336217
72.2253;-0.8;0.951029;0.000327542
73.7723;-0.8;0.950404;0.00031877
75.3524;-0.8;0.949783;0.000309907
76.9665;-0.8;0.949167;0.000300957
78.615;-0.8;0.948556;0.000291931
80.2989;-0.8;0.947952;0.000282839
82.0189;-0.8;0.947353;0.000273693
83.7757;-0.8;0.946762;0.000264509
85.5701;-0.8;0.94618;0.000255302
87.403;-0.8;0.945605;0.000246089
89.2751;-0.8;0.94504;0.000236888
91.1873;-0.8;0.944485;0.000227718
93.1405;-0.8;0.94394;0.000218598
95.1355;-0.8;0.943407;0.000209547
97.1733;-0.8;0.942884;0.000200585
99.2547;-0.8;0.942374;0.000191729
101.381;-0.8;0.941876;0.000182998
103.552;-0.8;0.941391;0.000174411
105.77;-0.8;0.94092;0.000165984
108.036;-0.8;0.940461;0.000157733
110.35;-0.8;0.940017;0.000149674
112.713;-0.8;0.939586;0.000141822
115.128;-0.8;0.93917;0.000134188
117.594;-0.8;0.938768;0.000126785
120.112;-0.8;0.93838;0.000119622
122.685;-0.8;0.938007;0.00011271
125.313;-0.8;0.937648;0.000106055
127.997;-0.8;0.937303;9.96636e-05
130.739;-0.8;0.936972;9.35405e-05
133.539;-0.8;0.936655;8.7689e-05
136.399;-0.8;0.936351;8.21108e-05
139.321;-0.8;0.936061;7.68064e-05
142.305;-0.8;0.935784;7.1775e-05
145.353;-0.8;0.93552;6.70144e-05
148.467;-0.8;0.935268;6.25213e-05
151.647;-0.8;0.935028;5.82911e-05
154.895;-0.8;0.9348;5.43185e-05
158.213;-0.8;0.934582;5.05968e-05
161.602;-0.8;0.934375;4.71189e-05
165.063;-0.8;0.934179;4.38765e-05
168.599;-0.8;0.933992;4.0861e-05
172.21;-0.8;0.933814;3.80629e-05
175.899;-0.8;0.933644;3.54726e-05
179.666;-0.8;0.933483;3.30798e-05
183.515;-0.8;0.933329;3.08743e-05
187.445;-0.8;0.933183;2.88454e-05
191.46;-0.8;0.933043;2.69826e-05
195.561;-0.8;0.932909;2.52754e-05
199.75;-0.8;0.932781;2.37132e-05
204.029;-0.8;0.932658;2.22857e-05
208.399;-0.8;0.932539;2.0983e-05
212.863;-0.8;0.932426;1.97953e-05
217.422;-0.8;0.932316;1.87131e-05
222.079;-0.8;0.93221;1.77276e-05
226.836;-0.8;0.932107;1.68302e-05
231.694;-0.8;0.932008;1.60128e-05
236.657;-0.8;0.931911;1.52679e-05
241.726;-0.8;0.931816;1.45882e-05
246.904;-0.8;0.931724;1.39672e-05
252.193;-0.8;0.931633;1.33989e-05
257.594;-0.8;0.931545;1.28775e-05
263.112;-0.8;0.931458;1.23981e-05
268.748;-0.8;0.931372;1.19558e-05
274.504;-0.8;0.931287;1.15466e-05
280.384;-0.8;0.931204;1.11665e-05
286.389;-0.8;0.931121;1.08123e-05
292.524;-0.8;0.93104;1.0481e-05
298.789;-0.8;0.930959;1.01698e-05
305.189;-0.8;0.930879;9.87642e-06
311.726;-0.8;0.930799;9.59882e-06
318.403;-0.8;0.93072;9.33522e-06
325.223;-0.8;0.930642;9.08405e-06
332.189;-0.8;0.930564;8.84399e-06
339.305;-0.8;0.930486;8.61389e-06
346.572;-0.8;0.930409;8.39278e-06
353.996;-0.8;0.930332;8.17981e-06
361.578;-0.8;0.930255;7.97427e-06
369.323;-0.8;0.930179;7.77556e-06
377.234;-0.8;0.930103;7.58318e-06
385.314;-0.8;0.930028;7.39669e-06
393.567;-0.8;0.929952;7.21573e-06
401.997;-0.8;0.929877;7.04e-06
410.608;-0.8;0.929802;6.86921e-06
419.403;-0.8;0.929728;6.70317e-06
428.386;-0.8;0.929653;6.54166e-06
437.562;-0.8;0.929579;6.38453e-06
446.934;-0.8;0.929505;6.23163e-06
456.507;-0.8;0.929432;6.08283e-06
466.285;-0.8;0.929358;5.93802e-06
476.273;-0.8;0.929285;5.7971e-06
486.474;-0.8;0.929212;5.65997e-06
496.894;-0.8;0.929139;5.52656e-06
507.538;-0.8;0.929066;5.39678e-06
518.409;-0.8;0.928994;5.27056e-06
529.513;-0.8;0.928922;5.14783e-06
540.855;-0.8;0.928849;5.02854e-06
552.439;-0.8;0.928778;4.91262e-06
564.272;-0.8;0.928706;4.80003e-06
576.359;-0.8;0.928634;4.69071e-06
588.704;-0.8;0.928562;4.58463e-06
601.314;-0.8;0.928491;4.48173e-06
614.194;-0.8;0.92842;4.382e-06
627.349;-0.8;0.928348;4.28538e-06
640.787;-0.8;0.928277;4.19186e-06
654.512;-0.8;0.928206;4.1014e-06
668.531;-0.8;0.928135;4.01396e-06
682.851;-0.8;0.928064;3.9295e-06
697.477;-0.8;0.927993;3.84794e-06
712.417;-0.8;0.927922;3.76915e-06
727.676;-0.8;0.927851;3.69289e-06
743.263;-0.8;0.927779;3.61879e-06
759.183;-0.8;0.927708;3.54622e-06
775.444;-0.8;0.927637;3.47415e-06
792.054;-0.8;0.927565;3.40099e-06
809.019;-0.8;0.927494;3.32437e-06
826.348;-0.8;0.927423;3.24091e-06
844.048;-0.8;0.927352;3.14623e-06
862.127;-0.8;0.927282;3.03515e-06
880.593;-0.8;0.927214;2.90274e-06
899.455;-0.8;0.927147;2.7462e-06
918.721;-0.8;0.927083;2.56772e-06
938.399;-0.8;0.927022;2.37711e-06
958.499;-0.8;0.926965;2.19205e-06
979.03;-0.8;0.926911;2.03364e-06
1000;-0.8;0.926859;1.91766e-06
0.001;-0.6;1.58038;-0.00227496
0.00103466;-0.6;1.58037;-0.00226517
0.00107051;-0.6;1.58036;-0.00225505
0.00110761;-0.6;1.58036;-0.00224457
0.001146;-0.6;1.58035;-0.00223374
0.00118571;-0.6;1.58034;-0.00222253
0.0012268;-0.6;1.58033;-0.00221094
0.00126932;-0.6;1.58032;-0.00219896
0.00131331;-0.6;1.58031;-0.00218656
0.00135882;-0.6;1.5803;-0.00217373
0.00140591;-0.6;1.58029;-0.00216047
0.00145464;-0.6;1.58027;-0.00214675
0.00150505;-0.6;1.58026;-0.00213256
0.00155721;-0.6;1.58025;-0.00211788
0.00161117;-0.6;1.58024;-0.00210271
0.00166701;-0.6;1.58022;-0.00208701
0.00172478;-0.6;1.58021;-0.00207078
0.00178456;-0.6;1.5802;-0.00205399
0.0018464;-0.6;1.58018;-0.00203663
0.00191039;-0.6;1.58017;-0.00201867
0.00197659;-0.6;1.58015;-0.00200011
0.00204509;-0.6;1.58014;-0.00198091
0.00211597;-0.6;1.58012;-0.00196105
0.0021893;-0.6;1.5801;-0.00194052
0.00226517;-0.6;1.58008;-0.00191929
0.00234367;-0.6;1.58007;-0.00189733
0.00242489;-0.6;1.58005;-0.00187463
0.00250893;-0.6;1.58003;-0.00185116
0.00259588;-0.6;1.58001;-0.00182689
0.00268584;-0.6;1.57999;-0.00180179
0.00277892;-0.6;1.57996;-0.00177585
0.00287523;-0.6;1.57994;-0.00174902
0.00297487;-0.6;1.57992;-0.00172129
0.00307797;-0.6;1.57989;-0.00169261
0.00318464;-0.6;1.57987;-0.00166297
0.003295;-0.6;1.57984;-0.00163232
0.00340919;-0.6;1.57982;-0.00160064
0.00352734;-0.6;1.57979;-0.00156789
0.00364958;-0.6;1.57976;-0.00153403
0.00377606;-0.6;1.57973;-0.00149904
0.00390693;-0.6;1.5797;-0.00146287
0.00404232;-0.6;1.57967;-0.00142547
0.00418241;-0.6;1.57964;-0.00138683
0.00432736;-0.6;1.5796;-0.00134688
0.00447733;-0.6;1.57957;-0.0013056
0.00463249;-0.6;1.57953;-0.00126294
0.00479303;-0.6;1.57949;-0.00121884
0.00495914;-0.6;1.57945;-0.00117328
0.005131;-0.6;1.57941;-0.00112619
0.00530882;-0.6;1.57937;-0.00107753
0.0054928;-0.6;1.57933;-0.00102725
0.00568316;-0.6;1.57929;-0.000975296
0.00588011;-0.6;1.57924;-0.000921618
0.00608389;-0.6;1.57919;-0.000866158
0.00629474;-0.6;1.57914;-0.000808859
0.00651288;-0.6;1.57909;-0.000749665
0.00673859;-0.6;1.57904;-0.000688513
0.00697212;-0.6;1.57898;-0.000625342
0.00721375;-0.6;1.57893;-0.000560089
0.00746375;-0.6;1.57887;-0.000492687
0.00772241;-0.6;1.57881;-0.00042307
0.00799003;-0.6;1.57875;-0.000351166
0.00826694;-0.6;1.57868;-0.000276906
0.00855343;-0.6;1.57862;-0.000200214
0.00884986;-0.6;1.57855;-0.000121016
0.00915656;-0.6;1.57848;-3.92317e-05
0.00947388;-0.6;1.5784;4.52178e-05
0.00980221;-0.6;1.57833;0.000132416
0.0101419;-0.6;1.57825;0.000222448
0.0104934;-0.6;1.57817;0.000315402
0.010857;-0.6;1.57808;0.000411368
0.0112333;-0.6;1.57799;0.00051044
0.0116226;-0.6;1.5779;0.000612713
0.0120254;-0.6;1.57781;0.000718287
0.0124421;-0.6;1.57771;0.000827264
0.0128733;-0.6;1.57762;0.000939748
0.0133195;-0.6;1.57751;0.00105585
0.0137811;-0.6;1.5774;0.00117954
0.0142587;-0.6;1.57729;0.00130321
0.0147528;-0.6;1.57718;0.00143085
0.0152641;-0.6;1.57706;0.00156257
0.0157931;-0.6;1.57694;0.0016985
0.0163404;-0.6;1.57682;0.00183878
0.0169067;-0.6;1.57669;0.00198354
0.0174926;-0.6;1.57655;0.00213292
0.0180988;-0.6;1.57642;0.00228707
0.018726;-0.6;1.57627;0.00244613
0.019375;-0.6;1.57613;0.00261027
0.0200464;-0.6;1.57598;0.00277964
0.0207412;-0.6;1.57582;0.00295442
0.02146;-0.6;1.57566;0.00313477
0.0222037;-0.6;1.57549;0.00332088
0.0229732;-0.6;1.57532;0.00351294
0.0237693;-0.6;1.57514;0.00371113
0.0245931;-0.6;1.57496;0.00391568
0.0254454;-0.6;1.57477;0.00412679
0.0263272;-0.6;1.57457;0.00434468
0.0272396;-0.6;1.57437;0.00456958
0.0281836;-0.6;1.57416;0.00480173
0.0291603;-0.6;1.57395;0.0050414
0.0301709;-0.6;1.57373;0.00528883
0.0312165;-0.6;1.5735;0.00554432
0.0322983;-0.6;1.57326;0.00581216
0.0334176;-0.6;1.57302;0.00608463
0.0345757;-0.6;1.57277;0.00636607
0.035774;-0.6;1.57251;0.0066568
0.0370138;-0.6;1.57225;0.00695719
0.0382965;-0.6;1.57197;0.0072676
0.0396237;-0.6;1.57169;0.00758843
0.0409969;-0.6;1.5714;0.00792009
0.0424177;-0.6;1.5711;0.008263
0.0438877;-0.6;1.57078;0.00879868
0.0454086;-0.6;1.57046;0.00916495
0.0469823;-0.6;1.57013;0.00954391
0.0486105;-0.6;1.56979;0.00993609
0.0502952;-0.6;1.56944;0.010346
0.0520382;-0.6;1.56907;0.0107664
0.0538416;-0.6;1.5687;0.0112017
0.0557075;-0.6;1.56832;0.0116526
0.0576381;-0.6;1.56792;0.0121198
0.0596356;-0.6;1.56751;0.0126039
0.0617023;-0.6;1.56708;0.0131056
0.0638407;-0.6;1.56664;0.0136255
0.0660531;-0.6;1.56618;0.0141643
0.0683422;-0.6;1.5657;0.0147263
0.0707107;-0.6;1.56521;0.0153045
0.0731612;-0.6;1.5647;0.015903
0.0756967;-0.6;1.56417;0.0165222
0.07832;-0.6;1.56361;0.0171621
0.0810342;-0.6;1.56303;0.0178227
0.0838425;-0.6;1.56242;0.018507
0.0867482;-0.6;1.56179;0.0192079
0.0897545;-0.6;1.56113;0.0199282
0.092865;-0.6;1.56044;0.0206671
0.0960833;-0.6;1.55969;0.0216071
0.0994131;-0.6;1.55894;0.0223821
0.102858;-0.6;1.55817;0.0231704
0.106423;-0.6;1.55737;0.0239741
0.110111;-0.6;1.55653;0.0247949
0.113927;-0.6;1.55567;0.0256286
0.117875;-0.6;1.55478;0.0264775
0.12196;-0.6;1.55386;0.0273438
0.126187;-0.6;1.55292;0.0282255
0.13056;-0.6;1.55195;0.0291265
0.135085;-0.6;1.55095;0.0300468
0.139766;-0.6;1.54992;0.0309887
0.14461;-0.6;1.54882;0.0321305
0.149622;-0.6;1.54774;0.0331215
0.154807;-0.6;1.54663;0.0341414
0.160172;-0.6;1.54549;0.0351927
0.165723;-0.6;1.54509;0.03535
0.171466;-0.6;1.54389;0.0364554
0.177408;-0.6;1.54264;0.0375947
0.183556;-0.6;1.54134;0.0387659
0.189918;-0.6;1.53998;0.0399647
0.196499;-0.6;1.53851;0.0413416
0.203309;-0.6;1.53703;0.0425743
0.210355;-0.6;1.5355;0.0438149
0.217645;-0.6;1.53392;0.0450597
0.225188;-0.6;1.53229;0.0463084
0.232992;-0.6;1.53061;0.0475637
0.241066;-0.6;1.5289;0.0488298
0.249421;-0.6;1.52709;0.0502413
0.258065;-0.6;1.52529;0.0515427
0.267008;-0.6;1.52345;0.0528671
0.276261;-0.6;1.52154;0.0542116
0.285835;-0.6;1.51957;0.0555612
0.295741;-0.6;1.5175;0.0569894
0.30599;-0.6;1.51551;0.0583064
0.316595;-0.6;1.5136;0.0597443
0.327567;-0.6;1.51161;0.0614731
0.338919;-0.6;1.50925;0.0634526
0.350664;-0.6;1.50665;0.0653158
0.362817;-0.6;1.50401;0.0670991
0.37539;-0.6;1.50148;0.0688843
0.3884;-0.6;1.49903;0.07052
0.40186;-0.6;1.49624;0.0719352
0.415787;-0.6;1.4931;0.0729848
0.430196;-0.6;1.48989;0.0737805
0.445105;-0.6;1.48673;0.0744833
0.460531;-0.6;1.48367;0.0751311
0.476491;-0.6;1.48099;0.0758883
0.493004;-0.6;1.47762;0.0783272
0.510089;-0.6;1.47292;0.0780307
0.527767;-0.6;1.46994;0.0779218
0.546057;-0.6;1.46724;0.0781856
0.564981;-0.6;1.46436;0.0785786
0.584561;-0.6;1.46176;0.0814482
0.604819;-0.6;1.46274;0.0863299
0.625779;-0.6;1.49078;0.0487803
0.647466;-0.6;1.44811;0.0688919
0.669905;-0.6;1.44499;0.0742603
0.693121;-0.6;1.4417;0.0763583
0.717141;-0.6;1.43807;0.07761
0.741995;-0.6;1.43419;0.0784418
0.767709;-0.6;1.43007;0.0790702
0.794314;-0.6;1.42576;0.0795724
0.821842;-0.6;1.42133;0.0799671
0.850324;-0.6;1.41685;0.0803554
0.879792;-0.6;1.41208;0.080775
0.910282;-0.6;1.40711;0.0809868
0.941829;-0.6;1.40202;0.0810308
0.974468;-0.6;1.39681;0.0809305
1.00824;-0.6;1.3915;0.0806916
1.04318;-0.6;1.38607;0.0803082
1.07933;-0.6;1.38053;0.0797543
1.11674;-0.6;1.37491;0.0789819
1.15544;-0.6;1.36932;0.0779555
1.19548;-0.6;1.36389;0.0767208
1.23691;-0.6;1.35866;0.0753553
1.27978;-0.6;1.35339;0.0738406
1.32413;-0.6;1.34773;0.0723898
1.37002;-0.6;1.34189;0.0712189
1.4175;-0.6;1.33604;0.070137
1.46662;-0.6;1.33015;0.0690162
1.51745;-0.6;1.32419;0.0678212
1.57004;-0.6;1.31816;0.0665449
1.62445;-0.6;1.31207;0.0651884
1.68075;-0.6;1.3059;0.0637552
1.73899;-0.6;1.29967;0.0622392
1.79926;-0.6;1.29335;0.0605984
1.86161;-0.6;1.28703;0.0587445
1.92613;-0.6;1.28091;0.0567297
1.99288;-0.6;1.27498;0.0548132
2.06195;-0.6;1.26904;0.0530551
2.1334;-0.6;1.26303;0.0513793
2.20734;-0.6;1.25697;0.049733
2.28384;-0.6;1.25088;0.0480906
2.36298;-0.6;1.24478;0.0464398
2.44487;-0.6;1.23869;0.0447753
2.5296;-0.6;1.23265;0.0431011
2.61727;-0.6;1.2267;0.041436
2.70797;-0.6;1.22098;0.0397143
2.80182;-0.6;1.21501;0.0377413
2.89892;-0.6;1.20905;0.0362139
2.99938;-0.6;1.20326;0.0347379
3.10333;-0.6;1.19753;0.0332919
3.21088;-0.6;1.19185;0.0318804
3.32215;-0.6;1.18621;0.0305089
3.43728;-0.6;1.18061;0.0291923
3.5564;-0.6;1.17491;0.0278856
3.67965;-0.6;1.16949;0.0261967
3.80718;-0.6;1.16439;0.0249636
3.93912;-0.6;1.15919;0.0238327
4.07563;-0.6;1.15402;0.0227349
4.21687;-0.6;1.1489;0.0216732
4.36301;-0.6;1.14383;0.0206403
4.51422;-0.6;1.13881;0.0196002
4.67066;-0.6;1.13392;0.01853
4.83253;-0.6;1.1292;0.0175463
5.1071;-0.6;1.12168;0.0161575
5.21649;-0.6;1.11883;0.0156594
5.32822;-0.6;1.11599;0.0151718
5.44235;-0.6;1.11318;0.0146898
5.55892;-0.6;1.1104;0.0142081
5.67799;-0.6;1.10766;0.0137254
5.79961;-0.6;1.10496;0.013249
5.92384;-0.6;1.10231;0.0127924
6.05072;-0.6;1.0997;0.0123629
6.18032;-0.6;1.09712;0.0119587
6.3127;-0.6;1.09456;0.0115737
6.44792;-0.6;1.09202;0.0112015
6.58603;-0.6;1.08951;0.0108367
6.7271;-0.6;1.08702;0.0104754
6.87119;-0.6;1.08457;0.0101161
7.01836;-0.6;1.08215;0.00976208
7.16869;-0.6;1.07978;0.00941991
7.32224;-0.6;1.07744;0.00909495
7.47908;-0.6;1.07513;0.00878788
7.63928;-0.6;1.07285;0.0084955
7.80291;-0.6;1.07058;0.00821311
7.97004;-0.6;1.06835;0.00793645
8.14076;-0.6;1.06614;0.00766307
8.31513;-0.6;1.06397;0.0073935
8.49323;-0.6;1.06183;0.00713108
8.67515;-0.6;1.05972;0.00687974
8.86097;-0.6;1.05765;0.00664124
9.05077;-0.6;1.0556;0.00641427
9.24463;-0.6;1.05357;0.00619568
9.44264;-0.6;1.05158;0.00598226
9.6449;-0.6;1.0496;0.00577232
9.85149;-0.6;1.04766;0.00556649
10.0625;-0.6;1.04575;0.00536714
10.278;-0.6;1.04387;0.00517655
10.4982;-0.6;1.04201;0.0049952
10.723;-0.6;1.04018;0.00482157
10.9527;-0.6;1.03838;0.00465328
11.1873;-0.6;1.0366;0.00448861
11.427;-0.6;1.03484;0.00432747
11.6717;-0.6;1.03312;0.00417125
11.9217;-0.6;1.03142;0.00402151
12.1771;-0.6;1.02974;0.00387865
12.4379;-0.6;1.02809;0.00374166
12.7043;-0.6;1.02647;0.00360889
12.9764;-0.6;1.02487;0.0034793
13.2544;-0.6;1.02329;0.00335309
13.5383;-0.6;1.02174;0.00323128
13.8283;-0.6;1.02021;0.00311466
14.1245;-0.6;1.0187;0.00300303
14.427;-0.6;1.01722;0.00289536
14.736;-0.6;1.01576;0.00279068
15.0517;-0.6;1.01432;0.00268882
15.3741;-0.6;1.01291;0.00259035
15.7034;-0.6;1.01151;0.00249584
16.0397;-0.6;1.01014;0.00240521
16.3833;-0.6;1.00879;0.00231779
16.7342;-0.6;1.00747;0.00223292
17.0926;-0.6;1.00616;0.00215051
17.4587;-0.6;1.00487;0.00207093
17.8327;-0.6;1.00361;0.00199448
18.2147;-0.6;1.00237;0.00192096
18.6048;-0.6;1.00114;0.00184985
19.0033;-0.6;0.999939;0.00178083
19.4104;-0.6;0.998756;0.001714
19.8261;-0.6;0.997593;0.00164961
20.2508;-0.6;0.996449;0.00158765
20.6845;-0.6;0.995324;0.00152782
21.1276;-0.6;0.994219;0.00146983
21.5801;-0.6;0.993133;0.00141368
22.0424;-0.6;0.992067;0.00135953
22.5145;-0.6;0.991019;0.00130738
22.9968;-0.6;0.98999;0.00125704
23.4893;-0.6;0.988979;0.00120834
23.9925;-0.6;0.987987;0.00116127
24.5064;-0.6;0.987013;0.00111593
25.0313;-0.6;0.986057;0.00107231
25.5674;-0.6;0.985118;0.00103026
26.1151;-0.6;0.984198;0.000989691
26.6745;-0.6;0.983294;0.000950645
27.2458;-0.6;0.982408;0.000913163
27.8294;-0.6;0.981538;0.000877193
28.4255;-0.6;0.980685;0.000842647
29.0343;-0.6;0.979847;0.000809508
29.6562;-0.6;0.979025;0.000777807
30.2915;-0.6;0.978219;0.000747531
30.9403;-0.6;0.977427;0.000718617
31.603;-0.6;0.976649;0.000691028
32.2799;-0.6;0.975885;0.000664774
32.9713;-0.6;0.975134;0.000639841
33.6776;-0.6;0.974395;0.000616177
34.3989;-0.6;0.973669;0.000593743
35.1357;-0.6;0.972953;0.000572525
35.8883;-0.6;0.972248;0.000552495
36.657;-0.6;0.971553;0.000533604
37.4422;-0.6;0.970867;0.000515804
38.2442;-0.6;0.970189;0.000499066
39.0634;-0.6;0.969519;0.000483347
39.9001;-0.6;0.968856;0.00046859
40.7547;-0.6;0.968199;0.000454746
41.6277;-0.6;0.967547;0.000441771
42.5193;-0.6;0.9669;0.000429609
43.43;-0.6;0.966257;0.000418203
44.3603;-0.6;0.965617;0.000407501
45.3105;-0.6;0.96498;0.000397449
46.281;-0.6;0.964345;0.000387989
47.2723;-0.6;0.963711;0.000379067
48.2848;-0.6;0.963079;0.000370629
49.3191;-0.6;0.962447;0.000362623
50.3755;-0.6;0.961816;0.000354994
51.4545;-0.6;0.961184;0.000347696
52.5566;-0.6;0.960552;0.000340679
